ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
hsa05169	Epstein-Barr virus infection	11/232	202/8465	2.30E-02	0.165892547	0.144670028	9636/7128/1021/4609/960/595/7431/4938/4939/9612/3383	11
hsa04927	Cortisol synthesis and secretion	5/232	65/8465	3.23E-02	0.227129116	0.198072644	107/3164/115/8912/3949	5
hsa02010	ABC transporters	4/232	45/8465	3.41E-02	0.233453415	0.20358788	8647/20/10060/10350	4
hsa05221	Acute myeloid leukemia	5/232	67/8465	3.62E-02	0.241880043	0.210936495	8864/4609/7704/595/1848	5
hsa04022	cGMP-PKG signaling pathway	9/232	167/8465	4.00E-02	0.260856492	0.227485301	4638/491/6722/107/148/7417/8660/115/4773	9
hsa05323	Rheumatoid arthritis	6/232	93/8465	4.21E-02	0.26801071	0.233724284	6372/2920/3576/1514/3606/3383	6
hsa04657	IL-17 signaling pathway	6/232	94/8465	4.39E-02	0.270302919	0.235723252	6372/2920/3576/7128/257397/2354	6
hsa05164	Influenza A	9/232	171/8465	4.54E-02	0.270302919	0.235723252	3576/1021/5646/3606/4938/4939/1387/3383/2033	9
hsa04020	Calcium signaling pathway	12/232	253/8465	4.54E-02	0.270302919	0.235723252	4638/491/5156/2261/107/148/2185/7417/115/8912/4843/4773	12
hsa04713	Circadian entrainment	6/232	97/8465	4.99E-02	0.29095529	0.25373358	9722/8863/8864/107/115/8912	6
hsa04115	p53 signaling pathway	5/232	74/8465	5.19E-02	0.292871858	0.255404963	2810/1021/595/143686/7057	5
hsa04510	Focal adhesion	10/232	203/8465	5.24E-02	0.292871858	0.255404963	3918/3694/4638/5156/3673/7148/3912/595/7057/3911	10
hsa05133	Pertussis	5/232	76/8465	5.70E-02	0.312379145	0.272416696	6372/3576/720/4843/718	5
hsa04916	Melanogenesis	6/232	101/8465	5.86E-02	0.314836096	0.274559331	107/7481/8322/115/1387/2033	6
hsa05207	Chemical carcinogenesis - receptor activation	10/232	212/8465	6.62E-02	0.349013454	0.304364403	4853/604/196/107/367/4609/595/688/115/1137	10
hsa04621	NOD-like receptor signaling pathway	9/232	186/8465	6.97E-02	0.357032097	0.311357227	10628/2920/3576/7128/257397/3606/7417/4938/4939	9
hsa05134	Legionellosis	4/232	57/8465	7.04E-02	0.357032097	0.311357227	2920/3576/3606/718	4
hsa04923	Regulation of lipolysis in adipocytes	4/232	58/8465	7.40E-02	0.368798442	0.321618311	63924/107/8660/115	4
hsa00120	Primary bile acid biosynthesis	2/232	17/8465	7.77E-02	0.373336671	0.325575967	1581/10998	2
hsa00910	Nitrogen metabolism	2/232	17/8465	7.77E-02	0.373336671	0.325575967	1373/771	2
hsa05225	Hepatocellular carcinoma	8/232	168/8465	9.04E-02	0.427203661	0.37255179	8289/1021/4609/7481/595/3481/8322/1728	8
hsa04668	TNF signaling pathway	6/232	114/8465	9.27E-02	0.430622554	0.375533307	6372/2920/7128/257397/153090/3383	6
hsa04727	GABAergic synapse	5/232	89/8465	9.70E-02	0.438693971	0.382572153	6529/10991/107/54407/115	5
hsa04310	Wnt signaling pathway	8/232	171/8465	9.77E-02	0.438693971	0.382572153	166336/4609/7481/595/8322/1387/4773/2033	8
hsa00670	One carbon pool by folate	2/232	20/8465	1.03E-01	0.450698114	0.393040614	4524/10840	2
hsa05171	Coronavirus disease - COVID-19	10/232	232/8465	1.05E-01	0.450698114	0.393040614	2165/9636/3576/51121/1839/720/4938/4939/7311/718	10
hsa05224	Breast cancer	7/232	147/8465	1.09E-01	0.450698114	0.393040614	4853/1021/4609/4851/7481/595/8322	7
hsa04935	"Growth hormone synthesis, secretion and action"	6/232	120/8465	1.11E-01	0.450698114	0.393040614	2690/107/8660/115/1387/2033	6
hsa04912	GnRH signaling pathway	5/232	93/8465	1.12E-01	0.450698114	0.393040614	1958/1839/107/2185/115	5
hsa04970	Salivary secretion	5/232	93/8465	1.12E-01	0.450698114	0.393040614	6548/491/107/148/115	5
hsa04072	Phospholipase D signaling pathway	7/232	148/8465	1.12E-01	0.450698114	0.393040614	8527/5156/3576/107/2185/10555/115	7
hsa04920	Adipocytokine signaling pathway	4/232	69/8465	1.20E-01	0.462066833	0.402954941	10891/32/8660/2538	4
hsa00220	Arginine biosynthesis	2/232	22/8465	1.21E-01	0.462066833	0.402954941	1373/4843	2
hsa00340	Histidine metabolism	2/232	22/8465	1.21E-01	0.462066833	0.402954941	131669/219	2
hsa05150	Staphylococcus aureus infection	5/232	96/8465	1.23E-01	0.462066833	0.402954941	720/54474/3880/3383/718	5
hsa05414	Dilated cardiomyopathy	5/232	96/8465	1.23E-01	0.462066833	0.402954941	3694/3673/107/115/7171	5
hsa05230	Central carbon metabolism in cancer	4/232	70/8465	1.25E-01	0.463043691	0.40380683	5156/2261/2645/4609	4
hsa05215	Prostate cancer	5/232	97/8465	1.27E-01	0.464278369	0.404883557	5156/367/595/1387/2033	5
hsa04932	Non-alcoholic fatty liver disease	7/232	155/8465	1.33E-01	0.472876256	0.412381521	3576/51085/1351/22877/8660/2081/6720	7
hsa00564	Glycerophospholipid metabolism	5/232	99/8465	1.35E-01	0.472876256	0.412381521	8527/51365/10555/57678/3931	5
hsa05417	Lipid and atherosclerosis	9/232	215/8465	1.36E-01	0.472876256	0.412381521	2920/3576/7436/3606/337/2081/4773/3949/3383	9
hsa00620	Pyruvate metabolism	3/232	47/8465	1.37E-01	0.472876256	0.412381521	219/32/31	3
hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	2/232	24/8465	1.39E-01	0.472876256	0.412381521	9394/3340	2
hsa04110	Cell cycle	7/232	157/8465	1.40E-01	0.472876256	0.412381521	2810/1021/4609/595/1387/51529/2033	7
hsa04972	Pancreatic secretion	5/232	102/8465	1.48E-01	0.493362604	0.430247065	6548/491/107/5646/115	5
hsa04918	Thyroid hormone synthesis	4/232	75/8465	1.50E-01	0.493362604	0.430247065	389434/107/2877/115	4
hsa04974	Protein digestion and absorption	5/232	103/8465	1.52E-01	0.493362604	0.430247065	85301/5646/54407/50509/80781	5
hsa04971	Gastric acid secretion	4/232	76/8465	1.55E-01	0.493362604	0.430247065	6548/4638/107/115	4
hsa04064	NF-kappa B signaling pathway	5/232	104/8465	1.57E-01	0.493362604	0.430247065	2920/3576/7128/257397/3383	5
hsa05161	Hepatitis B	7/232	162/8465	1.57E-01	0.493362604	0.430247065	3339/3576/2185/4609/1387/4773/2033	7
hsa04950	Maturity onset diabetes of the young	2/232	26/8465	1.59E-01	0.493766689	0.430599456	2645/3087	2
hsa04913	Ovarian steroidogenesis	3/232	51/8465	1.63E-01	0.498022497	0.434310821	107/115/3949	3
hsa05163	Human cytomegalovirus infection	9/232	225/8465	1.65E-01	0.498022497	0.434310821	5156/3576/107/1021/2185/4609/595/115/4773	9
hsa04928	"Parathyroid hormone synthesis, secretion and action"	5/232	106/8465	1.65E-01	0.498022497	0.434310821	4929/1958/1839/107/115	5
hsa00790	Folate biosynthesis	2/232	27/8465	1.68E-01	0.50135531	0.43721727	441282/57016	2
hsa04630	JAK-STAT signaling pathway	7/232	166/8465	1.71E-01	0.503163712	0.438794325	4170/5156/2690/4609/595/1387/2033	7
hsa04066	HIF-1 signaling pathway	5/232	109/8465	1.79E-01	0.522051463	0.455265778	7076/5209/1387/4843/2033	5
hsa04140	Autophagy - animal	6/232	141/8465	1.90E-01	0.548419233	0.478260338	1514/23130/54541/8660/2081/58476	6
hsa05145	Toxoplasmosis	5/232	112/8465	1.93E-01	0.548419233	0.478260338	3918/3912/4843/3911/3949	5
hsa04120	Ubiquitin mediated proteolysis	6/232	142/8465	1.94E-01	0.548419233	0.478260338	10075/84447/9886/8924/51529/7311	6
hsa04340	Hedgehog signaling pathway	3/232	56/8465	1.98E-01	0.548419233	0.478260338	84976/595/1954	3
hsa01523	Antifolate resistance	2/232	30/8465	1.98E-01	0.548419233	0.478260338	4524/6573	2
hsa04010	MAPK signaling pathway	11/232	302/8465	2.07E-01	0.563436407	0.491356375	1969/5156/2261/6722/4609/1850/3481/1848/3164/8912/23162	11
hsa04724	Glutamatergic synapse	5/232	115/8465	2.08E-01	0.563436407	0.491356375	10991/107/22941/54407/115	5
hsa04610	Complement and coagulation cascades	4/232	86/8465	2.10E-01	0.563438263	0.491357993	2165/720/5104/718	4
hsa05213	Endometrial cancer	3/232	58/8465	2.12E-01	0.564133028	0.491963878	2309/4609/595	3
hsa00640	Propanoate metabolism	2/232	32/8465	2.18E-01	0.570109807	0.497176052	32/31	2
hsa05016	Huntington disease	11/232	306/8465	2.18E-01	0.570109807	0.497176052	25981/10891/23130/1351/7417/7846/2877/1387/5430/2081/2033	11
hsa04540	Gap junction	4/232	88/8465	2.21E-01	0.572103812	0.498914965	5156/107/7846/115	4
hsa03020	RNA polymerase	2/232	34/8465	2.39E-01	0.611347671	0.533138384	25885/5430	2
hsa04261	Adrenergic signaling in cardiomyocytes	6/232	154/8465	2.47E-01	0.627168423	0.546935197	6548/491/107/148/115/7171	6
hsa00040	Pentose and glucuronate interconversions	2/232	36/8465	2.59E-01	0.636459702	0.55503785	441282/57016	2
hsa00500	Starch and sucrose metabolism	2/232	36/8465	2.59E-01	0.636459702	0.55503785	2645/2538	2
hsa00760	Nicotinate and nicotinamide metabolism	2/232	36/8465	2.59E-01	0.636459702	0.55503785	4907/23411	2
hsa05160	Hepatitis C	6/232	157/8465	2.61E-01	0.636459702	0.55503785	1021/4609/595/4938/4939/3949	6
hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	1/232	11/8465	2.64E-01	0.636459702	0.55503785	1728	1
hsa00250	"Alanine, aspartate and glutamate metabolism"	2/232	37/8465	2.69E-01	0.636459702	0.55503785	1373/2346	2
hsa05143	African trypanosomiasis	2/232	37/8465	2.69E-01	0.636459702	0.55503785	3606/3383	2
hsa05216	Thyroid cancer	2/232	37/8465	2.69E-01	0.636459702	0.55503785	4609/595	2
hsa04062	Chemokine signaling pathway	7/232	192/8465	2.74E-01	0.640712784	0.558746838	6372/2920/3576/2309/107/2185/115	7
hsa00010	Glycolysis / Gluconeogenesis	3/232	67/8465	2.78E-01	0.640712784	0.558746838	2645/219/2538	3
hsa04720	Long-term potentiation	3/232	67/8465	2.78E-01	0.640712784	0.558746838	107/1387/2033	3
hsa04061	Viral protein interaction with cytokine and cytokine receptor	4/232	100/8465	2.94E-01	0.665061346	0.579980505	6372/2920/3576/3606	4
hsa04933	AGE-RAGE signaling pathway in diabetic complications	4/232	100/8465	2.94E-01	0.665061346	0.579980505	3576/1958/595/3383	4
hsa04917	Prolactin signaling pathway	3/232	70/8465	3.01E-01	0.667785302	0.582355987	2309/2645/595	3
hsa05120	Epithelial cell signaling in Helicobacter pylori infection	3/232	70/8465	3.01E-01	0.667785302	0.582355987	2920/3576/1839	3
hsa04270	Vascular smooth muscle contraction	5/232	134/8465	3.06E-01	0.667785302	0.582355987	4638/107/148/59/115	5
hsa05142	Chagas disease	4/232	102/8465	3.06E-01	0.667785302	0.582355987	3576/107/4843/718	4
hsa04622	RIG-I-like receptor signaling pathway	3/232	71/8465	3.08E-01	0.667785302	0.582355987	9636/3576/26007	3
hsa00982	Drug metabolism - cytochrome P450	3/232	72/8465	3.16E-01	0.667785302	0.582355987	1565/107987478/107987479	3
hsa05218	Melanoma	3/232	72/8465	3.16E-01	0.667785302	0.582355987	5156/1021/595	3
hsa05223	Non-small cell lung cancer	3/232	72/8465	3.16E-01	0.667785302	0.582355987	2309/1021/595	3
hsa04210	Apoptosis	5/232	136/8465	3.17E-01	0.667785302	0.582355987	4170/1514/153090/7846/2081	5
hsa00380	Tryptophan metabolism	2/232	42/8465	3.20E-01	0.670340124	0.584583973	8564/219	2
hsa05203	Viral carcinogenesis	7/232	204/8465	3.27E-01	0.675077362	0.58871518	23352/6722/1021/595/1387/718/2033	7
hsa04915	Estrogen signaling pathway	5/232	138/8465	3.28E-01	0.675077362	0.58871518	1839/107/115/54474/3880	5
hsa04975	Fat digestion and absorption	2/232	43/8465	3.31E-01	0.676033817	0.589549276	10555/337	2
hsa05162	Measles	5/232	139/8465	3.33E-01	0.676118637	0.589623245	7128/1021/595/4938/4939	5
hsa05214	Glioma	3/232	75/8465	3.39E-01	0.68212713	0.594863075	5156/1021/595	3
hsa05220	Chronic myeloid leukemia	3/232	76/8465	3.46E-01	0.69224307	0.60368489	1021/4609/595	3
hsa04015	Rap1 signaling pathway	7/232	210/8465	3.53E-01	0.694707031	0.605833638	1969/5156/2261/107/7057/115/23094	7
hsa04550	Signaling pathways regulating pluripotency of stem cells	5/232	143/8465	3.55E-01	0.694707031	0.605833638	2261/4609/7481/8322/463	5
hsa05017	Spinocerebellar ataxia	5/232	143/8465	3.55E-01	0.694707031	0.605833638	7436/23130/7417/2081/23152	5
hsa04930	Type II diabetes mellitus	2/232	46/8465	3.61E-01	0.696946038	0.607786211	2645/8660	2
hsa00980	Metabolism of xenobiotics by cytochrome P450	3/232	78/8465	3.61E-01	0.696946038	0.607786211	1565/107987478/107987479	3
hsa01521	EGFR tyrosine kinase inhibitor resistance	3/232	79/8465	3.69E-01	0.706475015	0.616096152	5156/2261/2309	3
hsa04360	Axon guidance	6/232	182/8465	3.82E-01	0.726522514	0.633578988	1969/1808/57715/59277/54434/4773	6
hsa01200	Carbon metabolism	4/232	115/8465	3.87E-01	0.73202607	0.638378478	9563/1373/2645/26007	4
hsa00330	Arginine and proline metabolism	2/232	50/8465	4.00E-01	0.750745008	0.654702716	219/4843	2
hsa04145	Phagosome	5/232	152/8465	4.04E-01	0.75343267	0.657046546	3673/1514/7846/7057/718	5
hsa04921	Oxytocin signaling pathway	5/232	154/8465	4.15E-01	0.768540854	0.670221951	4638/107/595/115/4773	5
hsa04911	Insulin secretion	3/232	86/8465	4.21E-01	0.769196036	0.670793316	107/2645/115	3
hsa04024	cAMP signaling pathway	7/232	225/8465	4.21E-01	0.769196036	0.670793316	6548/491/107/115/1387/6662/2033	7
hsa04260	Cardiac muscle contraction	3/232	87/8465	4.28E-01	0.772628585	0.673786742	6548/1351/7171	3
hsa04961	Endocrine and other factor-regulated calcium reabsorption	2/232	53/8465	4.29E-01	0.772628585	0.673786742	491/115	2
hsa04390	Hippo signaling pathway	5/232	157/8465	4.31E-01	0.772628585	0.673786742	4609/7481/595/8322/84962	5
hsa04814	Motor proteins	6/232	193/8465	4.36E-01	0.773342141	0.674409013	25981/6993/4647/59/7846/7171	6
hsa04810	Regulation of actin cytoskeleton	7/232	229/8465	4.39E-01	0.773342141	0.674409013	6548/3694/4638/5156/2261/3673/54434	7
hsa00770	Pantothenate and CoA biosynthesis	1/232	21/8465	4.42E-01	0.773342141	0.674409013	219	1
hsa04611	Platelet activation	4/232	124/8465	4.43E-01	0.773342141	0.674409013	4638/3673/107/115	4
hsa05410	Hypertrophic cardiomyopathy	3/232	90/8465	4.50E-01	0.780177714	0.680370116	3694/3673/7171	3
hsa05032	Morphine addiction	3/232	91/8465	4.57E-01	0.781481552	0.681507155	50940/107/115	3
hsa04658	Th1 and Th2 cell differentiation	3/232	92/8465	4.64E-01	0.781481552	0.681507155	4853/4851/4773	3
hsa01212	Fatty acid metabolism	2/232	57/8465	4.66E-01	0.781481552	0.681507155	31/2194	2
hsa00230	Purine metabolism	4/232	128/8465	4.67E-01	0.781481552	0.681507155	50940/4907/107/115	4
hsa00515	Mannose type O-glycan biosynthesis	1/232	23/8465	4.73E-01	0.781481552	0.681507155	27087	1
hsa00900	Terpenoid backbone biosynthesis	1/232	23/8465	4.73E-01	0.781481552	0.681507155	3156	1
hsa04964	Proximal tubule bicarbonate reclamation	1/232	23/8465	4.73E-01	0.781481552	0.681507155	10991	1
hsa04926	Relaxin signaling pathway	4/232	129/8465	4.73E-01	0.781481552	0.681507155	107/59/115/4843	4
hsa04114	Oocyte meiosis	4/232	131/8465	4.85E-01	0.796431512	0.694544577	107/367/115/51529	4
hsa04978	Mineral absorption	2/232	60/8465	4.93E-01	0.799056125	0.696833424	491/4502	2
hsa05416	Viral myocarditis	2/232	60/8465	4.93E-01	0.799056125	0.696833424	595/3383	2
hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	1/232	26/8465	5.15E-01	0.815150955	0.710869254	2822	1
hsa05131	Shigellosis	7/232	247/8465	5.19E-01	0.815150955	0.710869254	3576/2309/257397/3606/960/7311/718	7
hsa03250	Viral life cycle - HIV-1	2/232	63/8465	5.19E-01	0.815150955	0.710869254	1387/2033	2
hsa03420	Nucleotide excision repair	2/232	63/8465	5.19E-01	0.815150955	0.710869254	5426/5430	2
hsa05217	Basal cell carcinoma	2/232	63/8465	5.19E-01	0.815150955	0.710869254	7481/8322	2
hsa05135	Yersinia infection	4/232	137/8465	5.21E-01	0.815150955	0.710869254	3576/2185/3606/4773	4
hsa05132	Salmonella infection	7/232	249/8465	5.27E-01	0.821052283	0.716015629	6281/3576/6993/257397/4609/3606/7846	7
hsa04914	Progesterone-mediated oocyte maturation	3/232	102/8465	5.33E-01	0.82471733	0.719211809	107/115/51529	3
hsa05321	Inflammatory bowel disease	2/232	65/8465	5.36E-01	0.82471733	0.719211809	6097/3606	2
hsa05152	Tuberculosis	5/232	180/8465	5.52E-01	0.842575046	0.734785	3606/1387/4843/718/2033	5
hsa04392	Hippo signaling pathway - multiple species	1/232	29/8465	5.54E-01	0.842575046	0.734785	84962	1
hsa00030	Pentose phosphate pathway	1/232	30/8465	5.66E-01	0.842575046	0.734785	9563	1
hsa00053	Ascorbate and aldarate metabolism	1/232	30/8465	5.66E-01	0.842575046	0.734785	219	1
hsa05031	Amphetamine addiction	2/232	69/8465	5.68E-01	0.842575046	0.734785	23411/2354	2
hsa05211	Renal cell carcinoma	2/232	69/8465	5.68E-01	0.842575046	0.734785	1387/2033	2
hsa03013	Nucleocytoplasmic transport	3/232	108/8465	5.72E-01	0.842575046	0.734785	7919/100101267/79228	3
hsa04659	Th17 cell differentiation	3/232	108/8465	5.72E-01	0.842575046	0.734785	6097/196/4773	3
hsa05208	Chemical carcinogenesis - reactive oxygen species	6/232	223/8465	5.77E-01	0.842575046	0.734785	10861/2309/196/1351/7417/1728	6
hsa00410	beta-Alanine metabolism	1/232	31/8465	5.78E-01	0.842575046	0.734785	219	1
hsa05226	Gastric cancer	4/232	149/8465	5.87E-01	0.848615139	0.740052388	4609/7481/595/8322	4
hsa04136	Autophagy - other	1/232	32/8465	5.90E-01	0.848615139	0.740052388	23130	1
hsa04137	Mitophagy - animal	2/232	72/8465	5.92E-01	0.848615139	0.740052388	2309/7311	2
hsa04130	SNARE interactions in vesicular transport	1/232	33/8465	6.01E-01	0.854460192	0.745149687	9482	1
hsa04725	Cholinergic synapse	3/232	113/8465	6.03E-01	0.854460192	0.745149687	107/115/1137	3
hsa05010	Alzheimer disease	10/232	384/8465	6.12E-01	0.854460192	0.745149687	23130/1351/7481/8322/7417/4035/7846/8660/2081/4843	10
hsa03320	PPAR signaling pathway	2/232	75/8465	6.14E-01	0.854460192	0.745149687	1581/10998	2
hsa04726	Serotonergic synapse	3/232	115/8465	6.15E-01	0.854460192	0.745149687	1565/107987478/107987479	3
hsa04714	Thermogenesis	6/232	232/8465	6.16E-01	0.854460192	0.745149687	8289/10891/152831/107/1351/115	6
hsa05212	Pancreatic cancer	2/232	76/8465	6.21E-01	0.854460192	0.745149687	1021/595	2
hsa04150	mTOR signaling pathway	4/232	156/8465	6.24E-01	0.854460192	0.745149687	7481/8322/54541/220441	4
hsa05140	Leishmaniasis	2/232	77/8465	6.28E-01	0.854460192	0.745149687	4843/718	2
hsa05412	Arrhythmogenic right ventricular cardiomyopathy	2/232	77/8465	6.28E-01	0.854460192	0.745149687	3694/3673	2
hsa04014	Ras signaling pathway	6/232	236/8465	6.32E-01	0.854460192	0.745149687	1969/51365/5156/2261/3481/283455	6
hsa03030	DNA replication	1/232	36/8465	6.33E-01	0.854460192	0.745149687	5426	1
hsa01250	Biosynthesis of nucleotide sugars	1/232	37/8465	6.43E-01	0.859623465	0.749652426	2645	1
hsa04960	Aldosterone-regulated sodium reabsorption	1/232	37/8465	6.43E-01	0.859623465	0.749652426	2810	1
hsa00260	"Glycine, serine and threonine metabolism"	1/232	40/8465	6.72E-01	0.889266216	0.775503001	1757	1
hsa05033	Nicotine addiction	1/232	40/8465	6.72E-01	0.889266216	0.775503001	1137	1
hsa04216	Ferroptosis	1/232	41/8465	6.81E-01	0.893585036	0.779269317	7417	1
hsa04012	ErbB signaling pathway	2/232	85/8465	6.82E-01	0.893585036	0.779269317	1839/4609	2
hsa05210	Colorectal cancer	2/232	86/8465	6.88E-01	0.895557254	0.78098923	4609/595	2
hsa00513	Various types of N-glycan biosynthesis	1/232	42/8465	6.90E-01	0.895557254	0.78098923	83539	1
hsa00071	Fatty acid degradation	1/232	43/8465	6.98E-01	0.897585291	0.782757822	219	1
hsa03410	Base excision repair	1/232	44/8465	7.07E-01	0.897585291	0.782757822	5426	1
hsa04962	Vasopressin-regulated water reabsorption	1/232	44/8465	7.07E-01	0.897585291	0.782757822	115	1
hsa04650	Natural killer cell mediated cytotoxicity	3/232	132/8465	7.07E-01	0.897585291	0.782757822	2185/4773/3383	3
hsa04141	Protein processing in endoplasmic reticulum	4/232	174/8465	7.08E-01	0.897585291	0.782757822	9695/1410/84447/2081	4
hsa03050	Proteasome	1/232	46/8465	7.22E-01	0.91222603	0.795525581	5698	1
hsa04520	Adherens junction	2/232	93/8465	7.29E-01	0.913464168	0.796605325	1387/2033	2
hsa04973	Carbohydrate digestion and absorption	1/232	47/8465	7.30E-01	0.913464168	0.796605325	2538	1
hsa00280	"Valine, leucine and isoleucine degradation"	1/232	48/8465	7.38E-01	0.915107243	0.798038203	219	1
hsa05418	Fluid shear stress and atherosclerosis	3/232	139/8465	7.39E-01	0.915107243	0.798038203	1514/1728/3383	3
hsa00520	Amino sugar and nucleotide sugar metabolism	1/232	49/8465	7.45E-01	0.915107243	0.798038203	2645	1
hsa05030	Cocaine addiction	1/232	49/8465	7.45E-01	0.915107243	0.798038203	2354	1
hsa05110	Vibrio cholerae infection	1/232	50/8465	7.52E-01	0.915138326	0.798065309	115	1
hsa04750	Inflammatory mediator regulation of TRP channels	2/232	98/8465	7.55E-01	0.915138326	0.798065309	107/115	2
