id	type	genes	size	CDmVsHFDm_NES	CDmVsHFDm_pval	CDmVsHFDm_padj	DPNVsHFDm_NES	DPNVsHFDm_pval	DPNVsHFDm_padj	DIPVsHFDm_NES	DIPVsHFDm_pval	DIPVsHFDm_padj	E2VsHFDm_NES	E2VsHFDm_pval	E2VsHFDm_padj	PPTVsHFDm_NES	PPTVsHFDm_pval	PPTVsHFDm_padj
Chromatin_organization	ENR	Prdm16,Arid1a,Kansl3,Brpf3,Brpf1,Setd1a,Brd1,Arid1b,Setd2,Arid2,Kmt2b,Suv39h1,Smarce1,Kdm6a,Atf2,Ccnd1,Cdk4,Kdm5c,Kmt2a,Kdm2a,Wdr5,Hist1h4h,Hist2h4,Hist1h4c,Hist1h4d,Hist1h4f,Hist1h4i,Hist1h4j,Hist1h4k,Hist1h4n,Hist4h4,Hist1h4a,Hist1h4b,Hist1h4m,Hist1h3g,Hist1h3h,Hist1h3i,Hist1h3a,Ncoa1,Hist2h3c1,Hist2h3c2,Hist1h3f,Hist1h3c,Hist1h3d,Hist1h3b,Hist1h3e,Hist2h3b,Smarcc1,Rela,Padi2,Meaf6,Kmt5a,Smarca4,Kdm4d,Kmt5b,Kmt2e,Kdm7a,Kdm5a,Ehmt1,Kdm6b,Kat7,Rbbp4,Rbbp7,Ezh2,Hcfc1,Smarcd1,Kdm5d,Msl2,Smarca2,Jade3,Prmt6,Kdm2b,Nsd3,Smarcd3,Kdm3a,Smarcc2,Msl1,Kmt5c,Dot1l,Jade1,Kdm1a,Jade2,Atf7ip,Kansl1,Phf8-Ps,Phf8,Suz12,Kdm5b,Phf20,Arid5b,Kansl2,Kat6b,Nsd2,Kdm4a,Rbbp5,Hat1,Ing4,Riox2,Setd1b,Ogt,Kdm1b,Prmt5,Padi6,Smyd2,Kdm4c,Setd7,Kdm4b,Setd3,Ash2l,Eed,Prmt3,Prmt7,Wdr77,Smarcd2,Mcrs1,Dpy30,Actl6b,Ash1l,Coprs,Smyd3,Setd6,Kat8,Ing5,Suv39h2,Jmjd6,Prmt1,Nfkb2,Phf2,Carm1,Msl3,Smarcb1,Ehmt2,Padi4,Padi3,Padi1,Aebp2,Actl6a,Hist1h2bf,Hist1h2bj,Hist1h2bl,Hist1h2bn,Hist1h2bq,Hist1h2br,Hist1h2bm,Hist1h2ba,Hist1h2bb,Hist1h2bh,Hist2h2be,Hist2h2bb,Hist1h2bc,Hist1h2be,Hist1h2bg,Hist1h2bp,Dnmt3a,Brwd1,Pax3,Nfkb1,Hist1h2ac,Hist1h2ad,Hist1h2ae,Hist1h2ag,Hist1h2an,Hist1h2ap,Hist1h2ab,Hist1h2ai,Hist1h2ao,Hist2h2ab,Hist2h2ac,Hist2h2aa1,Hist2h2aa2,Hist3h2a,Hist1h2aa,Hist1h2af,Hist1h2ah,Hist1h2ak,H2afj,Rps2	177	1.55102863483328	0.00438264498121529	0.0440904645700574	1.09702925697732	0.245901639344262	0.501820494823653	1.14146669761284	0.209507042253521	0.487293538389109	1.31202181581319	0.0658135283363803	0.35865885087675	1.10670184338382	0.24703557312253	0.557499198803547
Class_I_peroxisomal_membrane_protein_import	ENR	Pxmp2,Abcd1,Abcd3,Abcd2,Pex12,Pex19,Pex13,Pex3,Pex14,Slc25a17,Gdap1,Aldh3a2,Acbd5,Pex26,Pex16,Fis1,Atad1,Pxmp4,Pex11b	19	-1.92310252866275	0.000193972917349466	0.00429917110508932	-1.71947450314819	0.00423187635743972	0.0430928872983191	-1.31249028230198	0.150214592274678	0.405722769604535	-1.9147155498529	0.000433097250713254	0.0100454501207102	-1.79256826076225	0.00403805922850031	0.0456893319575402
Common_Pathway_of_Fibrin_Clot_Formation	ENR	Fga,F5,F10,Thbd,F2,F2r,Serpinc1,Proc,Serpind1,Serpina5,Serpine2,Pros1,Procr,F13a1,Fgb,Cd177,Fgg,Pf4,F13b,F8,Prtn3	21	2.03132163594198	1.58588544479725e-05	0.000456625636691623	1.70904365861481	0.00962177173223246	0.0734108654421739	1.65872033008113	0.0104744440852961	0.076053572271498	1.87808710400396	0.00712432587055957	0.080981283640532	1.54933371803769	0.0430327868852459	0.26037954383464
Complement_cascade	ENR	C7,Gm4788,Gzmm,Fcna,Fcnb,C3,C4b,Cfd,C9,Hc,Cfh,C4bp,C1qb,Crp,F2,C2,Cd19,Vtn,Mbl2,Cd59b,Serping1,Masp1,C1qa,C1qc,Clu,Pros1,Colec11,Elane,Cfhr2,Cfi,Cd55,C8b,Colec10,C1s2,C1ra,C8a,Vwa1,C8g,Masp2,Cpn2,Cpb2,Cpn1,C3ar1,Cd46,Cd81,C5ar2,Sez6l2,C5ar1	48	1.79081332831625	0.0012673622265312	0.0167975787167231	1.79801424102543	0.00203879713917611	0.0260438744959368	1.97199771236502	0.000133905995101758	0.00338822745181722	2.19102586434922	1.41895376414062e-05	0.000538557451389737	2.12678312012151	1.83037396301883e-05	0.000587831638123356
Complex_I_biogenesis	ENR	Ndufaf6,Ndufaf5,Ndufb11,Ndufa1,Nd1,Nd2,Nd3,Nd4,Nd5,Nd6,Ndufs6,Ndufb6,Ndufaf2,Ndufa12,Ndufv3,Timmdc1,Acad9,Ndufs1,Ndufs2,Ndufv1,Ndufa10,Ndufa5,Ndufb2,Ndufc2,Ndufa2,Ndufa3,Ndufb4,Ndufb4c,Ndufb4b,Ndufb5,Ndufb9,Ndufc1,Ndufa6,Ndufb3,Ndufab1,Ndufb7,Ndufaf7,Ndufaf1,Ndufs4,Ndufaf4,Tmem126b,Ndufb8,Ndufv2,Ndufa9,Ndufs7,Ndufa8,Ndufb10,Ndufs3,Ndufa13,Ndufaf3,Ecsit,Ndufa7,Ndufs5	53	-1.71130295495936	0.00290752506594156	0.0315296549358598	0.984665827337695	0.474358974358974	0.746929238985314	-0.791977810546768	0.831914893617021	0.98521255339672	-1.08277917155066	0.328421052631579	0.723960875118112	-1.13334803839647	0.236472945891784	0.540972355670244
DNA_Replication	ENR	Cdc27,Psmb1,Psmd4,E2f3,Psmd14,Pold2,Psmb10,Pole2,Psmb5,Psma3,Gmnn,Psmc3,Orc4,Cdc6,Ubb,Ubc,Psmd3,Pcna,Prim1,Mcm3,Psmd7,Psmb8,Psmb9,Prim2,Pola2,Rfc1,Mcm4,Psma2,Ccna2,Pold1,Ube2e1,Anapc1,Psmc4,E2f2,Anapc15,Ube2d1,Psme3,Psmc1,Psmc5,Psmc6,Rbx1,Rps27a,Uba52,Psmb7,Mcm2,Mcm6,Psme1,Psme2,Psme2b,Cdk2,Psmb4,Mcm10,Psmd1,Psme4,Psmb6,Orc2,Ccna1,Ccne1,E2f1,Mcm7,Dna2,Psmd11,Psmb11,Cdc23,Psmf1,Psmd5,Anapc5,Anapc2,Anapc10,Rfc3,Cdc16,Cdt1,Psmd2,Rpa1,Anapc4,Rfc4,Psmd6,Cdc26,Gins4,Anapc16,Anapc11,Pole4,Rpa3,Psmd9,Psma8,Pold4,Mcm8,Psmd8,Gins1,Rfc5,Ube2c,Gins2,Psmd12,Pold3,Orc3,Pole3,Psma6,Dbf4,Fzr1,Psma4,Psmb3,Psmb2,Psma1,Skp1a,Cul1,Rfc2,Orc5,Pole,Psmd13,Anapc7,Cdc7,Skp2,Orc1,Cdc45,Ccne2,Psma7,Psma5,Psmd10,Pola1,Gins3	120	-1.88388053676479	9.25855619161611e-06	0.000297342093076902	-1.29956703211127	0.0717488789237668	0.226413815310048	-1.05933055312036	0.321353065539112	0.621133818808237	-1.19736764761818	0.156701030927835	0.541136061695992	-1.13298983965705	0.207584830339321	0.512820512820513
DNA_Replication_Pre_Initiation	ENR	Psmb1,Psmd4,E2f3,Psmd14,Psmb10,Pole2,Psmb5,Psma3,Gmnn,Psmc3,Orc4,Cdc6,Ubb,Ubc,Psmd3,Prim1,Mcm3,Psmd7,Psmb8,Psmb9,Prim2,Pola2,Mcm4,Psma2,Psmc4,E2f2,Psme3,Psmc1,Psmc5,Psmc6,Rps27a,Uba52,Psmb7,Mcm2,Mcm6,Psme1,Psme2,Psme2b,Cdk2,Psmb4,Mcm10,Psmd1,Psme4,Psmb6,Orc2,E2f1,Mcm7,Psmd11,Psmb11,Psmf1,Psmd5,Cdt1,Psmd2,Rpa1,Psmd6,Pole4,Rpa3,Psmd9,Psma8,Mcm8,Psmd8,Psmd12,Orc3,Pole3,Psma6,Dbf4,Psma4,Psmb3,Psmb2,Psma1,Orc5,Pole,Psmd13,Cdc7,Orc1,Cdc45,Psma7,Psma5,Psmd10,Pola1	80	-1.82515550942288	0.000320140945160066	0.00564267619213302	-1.41612916789613	0.0322061191626409	0.142286293655054	-1.12113390558391	0.234408602150538	0.518254356481993	-1.11095392073163	0.274468085106383	0.674071355989613	-0.969345295848848	0.503018108651911	0.770893288266538
ERK1ERK2_pathway	ENR	Cnksr1,Fga,Rasal2,Sptbn4,Kbtbd6,Rasa1,Syngap1,Kbtbd7,Angpt1,Gfra2,Dusp8,Kl,Gfra3,Nrg3,Fgf10,Fgf15,Itgb3,Lat,Lamtor3,Fgf18,Egf,Csf2,Il2ra,Araf,Src,Kit,Pdgfrb,Spta1,Il6,Nefl,Ubb,Ubc,Calm1,Calm2,Calm3,Fn1,Fgf4,Cdk1,Camk2a,Ncam1,Fgf2,Fgf5,Fgfr1,Il2rb,Ptpra,Pdgfa,Kitl,Il5ra,Fgf6,Fgfr2,Il6ra,Tln1,Pdgfra,Csf2rb,Rasgrf1,Braf,Dusp1,Camk2b,Pdgfb,Map2k1,Areg,Kras,Ptk2,Ptpn11,Grin1,Ret,Irs1,Fgf7,Fgf8,Fyn,Csk,Tgfa,Gdnf,Flt3l,Fgf9,Rasa2,Fgf1,Ppp2cb,Rap1a,Rbx1,Rps27a,Uba52,Fgf17,Mapk1,Ppp2ca,Phb,Ranbp9,Dlg3,Pebp1,Rasgrf2,Erbb2,Irs2,Nrtn,Gfra1,Shc1,Flt3,Il6st,Csf2ra,Grin2b,Egfr,Tek,Mark3,Fgfr4,Grin2d,Nf1,Dusp2,Btc,Hbegf,Hgf,Dusp5,Dab2ip,Ksr2,Grb2,Ppp5c,Rasa3,Ppp2r5c,Ksr1,Shc3,Ppp2r5e,Hras,Ereg,Erbb3,Erbb4,Dlg4,Jak2,Jak3,Sos1,Sptbn1,Mapk3,Map2k2,Vcl,Sptbn2,Nrg1,Rasgrp3,Spred3,Dusp16,Ppp2r5a,Ppp2r5b,Rasa4,Camk2d,Ppp2r1a,Dusp9,Ppp2r1b,Lrrc7,Map3k11,Cnksr2,Dlg1,Dusp4,Shc2,Rasgrp4,Arrb1,Frs2,Rasal3,Rapgef2,Vwf,Fgb,Apbb1ip,Fgg,Ppp2r5d,Frs3,Dlg2,Arrb2,Dusp7,Camk2g,Spred2,Spred1,Epgn,Rap1b,Brap,Klb,Raf1,Ywhab,Synj2bp,Gm20498,Dusp6,Fgf23,Fgf16,Fgf20,Dusp10,Fgf22,Lamtor2,Actn2,Gfra4,Iqgap1,Cul3,Itga2b,Tyk2,Nrg4,Artn,Rasgrp1,Rasal1,Wdr83,Paqr3,Il17rd	194	1.6792000433815	0.000641381865296846	0.00991766402820123	-1.26555413679403	0.0858369098712446	0.252569613699953	-1.51557173944608	0.00588777052535775	0.0540976231189706	1.01223247030385	0.409774436090226	0.77764012303486	0.856320400260885	0.776447105788423	0.916231191483022
Eukaryotic_Translation_Initiation	ENR	Eif2b3,Rpl3l,Rpl35a,Eif3d,Eif4a2,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Eif3a,Rps2,Rpl3,Rpl12,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Eif5,Eif3e,Eif4a1,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Eif4e,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Eif3j1,Eif4ebp1,Eif2b4,Eif3j2,Eif4g1,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Eif2s1,Rps27l,Eif4b,Eif1ax,Rpl24,Eif2b5,Eif3b,Eif3l,Eif3c,Eif3h,Eif3m,Eif2s2,Eif2b1,Eif2b2,Rpl39l,Rps21,Rpl14,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Eif3k,Eif3f,Rpl38,Eif3i,Eif4h,Eif2s3x,Eif3g,Eif5b,Pabpc1	118	2.14429823942164	9.9209884012978e-09	6.90335442923639e-07	2.4139888174626	2.23001314962269e-11	2.06895664437216e-09	2.36694164128348	2.62178238037254e-11	2.73648535951384e-09	2.19549183394446	5.1130926124139e-07	3.96513246112057e-05	2.48941721062094	1.51729145651863e-11	1.26693836619305e-09
Extracellular_matrix_organization	ENR	Itgb4,Col9a3,Itga8,Col6a5,Col4a6,Psg18,Itga9,Fga,Adamts3,Col22a1,Col15a1,Capn1,Cd151,Adam10,Matn3,Sdc4,Mmp15,Itgb3,Mmp10,Dmp1,Mmp8,Itgb5,Ctss,Col5a1,Capns1,Adam15,Sh3pxd2a,Klk1b1,Klk1b3,Klk1b4,Col4a1,Lamb1,Klk1b16,Tgfb1,Ctsl,Prss2,Klk1b8,Col3a1,Col4a2,P4hb,Cdh1,Ctsb,Spp1,Col1a1,Fn1,Itga5,Itgb2,Klk1b5,Klk1b11,Klk1,Klk1b22,Klk1b9,Bsg,Sdc1,Lama1,Prkca,Plg,Cma1,Furin,Ppib,Col8a2,Itgb7,Klkb1,Tgfb2,Ctsg,Col2a1,Mmp3,Vtn,Ceacam1,Mmp2,Mmp13,Mmp12,Klk1b26,Fbln2,Col18a1,Mmp9,Itgav,Sdc2,Lum,Mmp14,Eln,Ncan,Ctsk,Mmp20,Lama4,Bmp1,Itga4,Col8a1,Col1a2,Col6a2,Tpsab1,Mmp11,Col6a1,Col10a1,Col9a1,Hspg2,Col17a1,Pecam1,Itgb8,Col19a1,Col28a1,Col5a2,Elane,Psg29,P3h1,Itga1,Col27a1,Lama2,P4ha1,P4ha2,Col12a1,Lama5,Lamb3,Col11a1,Acan,Lamb2,Bcan,Pcolce,Ceacam10,Fbn1,Cd47,Itga6,Klk1b24,Klk1b21,Lama3,Adam12,Madcam1,Dag1,Itga2,Itga3,Col7a1,Col4a5,Sdc3,Col11a2,A2m,Ceacam9,Gm10334,Gm5771,Prss3,Try10,4930486l24rik,Col14a1,Tnc,Psg22,Spock3,Col16a1,Adamts4,Col6a6,Adamts2,Ltbp1,Fgb,Col23a1,Pcolce2,Fgg,Klk7,Col26a1,Dst,Col20a1,Ceacam2,Ctrb1,Crtap,Capns2,Jam3,Mmp1a,Mmp19,Jam2,Col5a3,Klk1b27,Try5,Itga2b,Itgax,Plec,Mfap5,Col4a4,Col4a3,Adamts5,Lamc3,Plod2,Plod3,Plod1,Comp,Try4,Htra1,Col13a1,Mmp16,Fbln5,Efemp2,Tll2,Prss1,Lox,Loxl2,Loxl1,Loxl4,Loxl3,Itgb1,Serpinh1,Bgn,Colgalt2,P3h3,P3h2,Colgalt1,Fgf2,Ibsp,Dcn,Capn2,Capn5,Capn6,Capn13,Capn3,Capn11,Capn8,Capn9,Capn12,Capn10,Capn15,Capn7,Adam19,Nid2,Nid1,Ltbp3,Ltbp4,Itgb6,Itgae,Cd44,F11r,Icam1,Icam2,Icam5,Icam4,Fbn2,Scube3,Optc,Mfap1a,Mfap1b,Mfap3,Mfap4,Ctsd,Timp1,Tnn,Tnr,Ttr,Pdgfa,Pdgfb,Hapln1,Matn4,Matn1,Pxdn	247	1.90842314587888	1.85172143891726e-06	6.44244750623298e-05	-1.78148007359952	3.05029451191982e-05	0.000943331821278908	1.24603993447727	0.0828924162257496	0.298341239433193	1.86594893134362	0.000123910477824905	0.00344884163279319	1.65583736940298	0.00104481916456813	0.0167773846618152
Fatty_acid_metabolism	ENR	Rxra,Alox5,Mapkapk2,Ltc4s,Prkaa2,Mmaa,Mcat,Cbr4,Prkag2,Pcca,Hadhb,Mid1ip1,Cyp4a29,Cyp4a30b,Cyp4a32,Cyp4a12b,Awat1,Hacd4,Cyp4a31,Cyp4f40,Faah,Abcc1,Phyh,Slc27a2,Cyp4a14,Alox8,Elovl3,Cyp2j6,Acot1,Gpx4,Slc25a17,Alox12b,Cyp4a10,Cyp1a1,Gpx1,Scd2,Scd1,Fasn,Ptgs1,Lta4h,Alox5ap,Scp2,Ppard,Alox15,Alox12,Acsl1,Eci1,Acadm,Pla2g4a,Aldh3a2,Crat,Abcd1,Acadvl,Acadl,Hsd17b4,Cpt2,Acot8,Cpt1a,Ptgs2,Acads,Cyp2c65,Acot6,Them4,Cyp2c66,Acaca,Ggt1,Hadh,Thrsp,Cyp1b1,Cyp4b1,Morc2a,Acot5,Tecrl,Cyp4f39,Echs1,Elovl5,Hadha,Ptges2,Acot4,Acaa2,Acsl5,Slc25a1,Hacd3,Acsf2,Acot11,Acot7,Acly,Acsl6,Cyp4a12a,Fads1,Elovl6,Acaa1a,Cpt1b,Mlycd,Pccb,Pecr,Cyp4f15,Decr1,Them5,Acot13,Tecr,Acsl3,Mcee,Elovl7,Hacd2,Scp2d1,Acot12,Ehhadh,Acoxl,Crot,Mecr,Cyp4f14,Acox3,Gpx2,Hpgds,Elovl2,Elovl1,Ptges,Acsl4,Acox2,Hacl1,Hacd1,Acot3,Acot2,Acox1,Ptges3,Acot9,Fads2,Ggt5,Slc25a20,Prkab2,Mmut,Ndufab1,H2-Ke6,Ephx2,Hsd17b12,Hsd17b3,Acsbg2,Acsbg1,Acsf3,Aloxe3,Ptgds,Ptgis,Cyp8b1,Tbxas1,Cyp2u1,Decr2,Nudt7,Dpep1,Dpep2,Dpep3,Cbr1,Akr1c6	153	-2.21096246783678	1.38779050259103e-09	1.44850633707939e-07	-1.76887536562157	8.72755886878682e-05	0.00235081021143129	-1.73224102861753	0.000250066886838082	0.00544442202179067	-2.05243324475116	1.74045805582005e-07	2.90656495321949e-05	-2.09624756880941	1.19353977130866e-07	5.86238652378077e-06
Formation_of_Fibrin_Clot_Clotting_Cascade	ENR	Fga,Gp1ba,Gp9,F5,F10,Thbd,F9,F2,F3,Klkb1,F2r,Serpinc1,Proc,Serpind1,Gp1bb,F7,Serpina5,Serping1,F8,Serpine2,Pros1,Procr,A2m,Kng2,Prcp,F12,F13a1,Vwf,Fgb,Cd177,Fgg,F11,Pf4,F13b,Tfpi,Prtn3	36	2.1522691120314	5.36957783049577e-07	2.17501599219268e-05	1.80587294731131	0.00806916108920386	0.0687525460151554	1.68395254330484	0.00765873925107607	0.0620878376179468	2.02486871592479	0.000870621894702915	0.0173087924304032	1.81649428391962	0.00314966607546495	0.0392533010897498
Formation_of_a_pool_of_free_40S_subunits	ENR	Rpl3l,Rpl35a,Eif3d,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Rps2,Rpl3,Rpl12,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Eif3e,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Eif3j1,Eif3j2,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Rps27l,Eif1ax,Rpl24,Eif3b,Eif3l,Eif3c,Eif3h,Eif3m,Rpl39l,Rps21,Rpl14,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Eif3k,Eif3f,Rpl38,Eif3i,Eif3g,Eif3a	100	2.10832420809916	9.39281288540247e-08	5.60214197093647e-06	2.38534237624082	6.88316232936064e-10	3.38084737942125e-08	2.44474190007875	2.06100580493934e-11	2.73648535951384e-09	2.25627192096533	3.85314979010257e-07	3.96513246112057e-05	2.6344996313023	3.03395225608616e-14	2.53335013383195e-11
Formation_of_the_ternary_complex_and_subsequently_the_43S_complex	ENR	Eif3d,Rps16,Rpsa,Eif3a,Rps2,Eif3e,Rps20,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rps6,Loc105244208,Rps15,Rps24,Rps25,Rps26,Rps28,Rps3,Rps27a,Rps17,Rps10,Rps3a1,Rps5,Eif3j1,Eif3j2,Rps9,Rps27,Rps27rt,Eif2s1,Rps27l,Eif1ax,Eif3b,Eif3l,Eif3c,Eif3h,Eif3m,Eif2s2,Rps21,Rps19,Eif3k,Eif3f,Eif3i,Eif3g,Eif2s3x	51	1.81231113369767	0.00105584625430581	0.0146938603724225	2.01257154461953	0.000137290694948128	0.0033410821590057	1.96312117697651	7.55370099656662e-05	0.0022526215471904	1.85709502121628	0.00248872095738184	0.0391854545200325	2.10117319131711	7.08391654896439e-06	0.000236602812735411
G1S_Transition	ENR	Pole2,Orc4,Cdc6,Ubb,Ubc,Prim1,Mcm3,Ccnd1,Cdk4,Prim2,Pola2,Cdkn1a,Cdkn1b,Wee1,Cdc25a,Mcm4,Ccna2,Cks1b,Ppp2cb,Rps27a,Uba52,Ppp2ca,Mcm2,Mcm6,Cdk2,Mcm10,Orc2,Ccna1,Ccne1,Mcm7,Ppp2r1a,Ppp2r1b,Cdt1,Rpa1,Pole4,Rpa3,Mcm8,Cables1,Orc3,Pole3,Dbf4,Skp1a,Cul1,Orc5,Pole,Cdc7,Skp2,Orc1,Cdc45,Ccne2,Pola1,Ptk6,Rb1,Gmnn	54	-1.68862342509158	0.00468413445333208	0.0456637478107873	-1.85834680042791	0.000139657961077976	0.0033410821590057	-1.99034416960481	5.99310104703264e-05	0.00192470745164317	-1.92742381885585	0.000295495619854565	0.0072570247817224	-1.83721040133604	0.000505536234072215	0.00959369898750681
G2M_Checkpoints	ENR	Chek1,Bard1,Sfn,Orc4,Cdc6,Trp53,Hist1h2bf,Hist1h2bj,Hist1h2bl,Hist1h2bn,Hist1h2bq,Hist1h2br,Hist1h2bm,Cdk1,Mcm3,H2afx,Brcc3,Brca1,Mcm4,Ube2n,Ywhag,Ywhae,Hist1h4h,Hist2h4,Hist1h4c,Hist1h4d,Hist1h4f,Hist1h4i,Hist1h4j,Hist1h4k,Hist1h4n,Hist4h4,Hist1h4a,Hist1h4b,Hist1h4m,Ywhaz,Ywhaq,Hist1h3g,Hist1h3h,Hist1h3i,Hist1h3a,Ywhah,Trp53bp1,Hist1h2ba,Mcm2,Mcm6,Cdk2,Mcm10,Babam1,Herc2,Mdc1,Uimc1,Orc2,Mre11a,Mcm7,Atm,Hist1h2bb,Hist1h2bh,Hist2h2be,Rad17,Rad9b,Hist1h2bc,Hist1h2be,Hist1h2bg,Rnf168,Clspn,Atrip,Abraxas1,Hus1,Nsd2,Hist1h2bk,Hist1h2bp,Kat5,Babam2,Gtse1,Rfc3,Rnf8,Rpa1,Rfc4,Rpa3,Ywhab,Mcm8,Rfc5,Ube2v2,Pkmyt1,Orc3,Pias4,Rad1,Nbn,Rfc2,Orc5,Rad9a,Cdc7,Orc1,Cdc45,Chek2,Cdc25a,Cdc25c,Sumo1,Dbf4,Ubb,Ubc,Rps27a,Uba52,Ccnb1,Ccnb2	106	-1.63726859734153	0.00277399637601303	0.0304774601838274	-1.63702304175666	0.00135092674265738	0.0188003971686485	-1.60349962660572	0.00426355307604076	0.045641882288385	-1.08098725190897	0.311827956989247	0.712157462174077	-1.46120873485299	0.020258271846026	0.161101495156492
GRB2:SOS_provides_linkage_to_MAPK_signaling_for_Integrins	ENR	Fga,Itgb3,Src,Fn1,Tln1,Ptk2,Rap1a,Grb2,Vwf,Fgb,Apbb1ip,Fgg,Rap1b,Itga2b,Sos1	15	1.92780175895063	0.000170497165432288	0.00395458703155446	1.70101847139016	0.0161957958389152	0.0965097344866302	1.39762679495055	0.114341085271318	0.356261830142427	1.9046296396424	0.00399443940313915	0.0565314729088338	1.53895433432121	0.0493827160493827	0.276878796721225
GTP_hydrolysis_and_joining_of_the_60S_ribosomal_subunit	ENR	Rpl3l,Rpl35a,Eif3d,Eif4a2,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Eif3a,Rps2,Rpl3,Rpl12,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Eif5,Eif3e,Eif4a1,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Eif4e,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Eif3j1,Eif3j2,Eif4g1,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Eif2s1,Rps27l,Eif1ax,Rpl24,Eif3b,Eif3l,Eif3c,Eif3h,Eif3m,Eif2s2,Rpl39l,Rps21,Rpl14,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Eif3k,Eif3f,Rpl38,Eif3i,Eif4h,Eif2s3x,Eif3g,Eif5b,Eif4b	111	2.12440387798505	1.32553199844891e-07	7.3787947913656e-06	2.40718156300114	3.63164647667244e-11	3.03242480802149e-09	2.35073169378461	1.04168367596023e-10	8.49086528582926e-09	2.1883500143452	1.18642936187963e-06	6.60445678112993e-05	2.50651255903329	5.9286371252888e-12	7.07201714230879e-10
Glucuronidation	ENR	Slc35d1,Ugt1a5,Ugdh,Ugt1a1,Ugp2,Ugt1a10,Ugt1a6b,Ugt1a2,Ugt3a1,Ugt1a9,Ugt1a6a,Ugt2a2,Ugt1a7c,Ugt2a1,Ugt2b35,Ugt2a3,Ugt3a2,Ugt2b34,Ugt2b1	19	-2.00381275750542	2.01969932189912e-05	0.000544015785092181	-1.5779966642744	0.0134858657346843	0.0886669125075701	-2.33676347045701	1.41123514504087e-08	7.85587564072752e-07	-2.216362844736	6.3424251597637e-07	4.41327084033557e-05	-2.04815157958549	2.89998887826957e-05	0.000807163571118362
Glutathione_conjugation	ENR	Gclm,Gss,Gclc,Oplah,Chac1,Chac2,Cndp2,Ggct,Esd,Gsto1,Gsta1,Gstm2,Gstp1,Gsta3,Gstm5,Gstt2,Gstt1,Gstm7,Gsto2,Gstm4,Hpgds,Gstz1,Mgst2,Mgst1,Mgst3	25	-1.72722246641205	0.00370839323938936	0.0387063544361265	-1.48184951582793	0.0487394957983193	0.180077340670782	-1.27126955659279	0.160320641282565	0.42497693800299	-1.56499703770698	0.0202210542129283	0.170202877181925	-1.49005493156835	0.0442307692307692	0.263804945054945
