ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0043651	linoleic acid metabolic process	8/482	17/11520	1.54432454930875e-07	6.67288598442225e-05	6.27335666202453e-05	Cyp4a12a/Cyp4a12b/Cyp4a14/Cyp4a10/Cyp4a32/Gstp1/Gstp2/Cyp2c55	8
GO:0042180	cellular ketone metabolic process	26/482	197/11520	1.90156614756562e-07	7.53178658281615e-05	7.08083183896144e-05	Fmo1/Hsd3b4/Mfsd2a/Ncor2/Akr1b3/Pparg/Cyp2b10/Cyp2b13/Cyp2b9/Nucb2/Irs2/Ces1d/Nqo1/Apoa4/Bmp5/Elovl5/Scap/Rdh16/Cyp46a1/Nqo2/Slc7a7/Abcd2/Cyp4f14/Cyp17a1/Gk/Hsd17b10	26
GO:0048252	lauric acid metabolic process	5/482	6/11520	7.28124850637663e-07	0.000266213647313909	0.000250274493194889	Cyp4a12a/Cyp4a12b/Cyp4a14/Cyp4a10/Cyp4a32	5
GO:0009410	response to xenobiotic stimulus	26/482	219/11520	1.51399599835618e-06	0.000514001641441924	0.000483226542332481	Aox1/Fmo1/Lcn2/Nceh1/Bche/Fmo5/Gstm3/Gstm2/Hadh/Cyp2u1/Cyp2b10/Cyp2b13/Cyp2b9/Cyp2a4/Nqo1/Cyp1a2/Gsta1/Gsta2/Cyp46a1/Tfrc/Gstp1/Gstp2/Cyp2c55/Cyp2c39/Cyp2c70/Serpina7	26
GO:0016042	lipid catabolic process	28/482	248/11520	1.652499085618e-06	0.000523621876929489	0.000492270780241992	Crat/Fitm2/Nceh1/Hadh/Acadm/Decr1/Mfsd2a/Abhd1/Mgll/Fgf21/Abhd2/Irs2/Hpgd/Ces1d/Nudt7/Apoa4/Cyp1a2/Hexa/Acox1/Acot2/Cyp46a1/Abhd6/Pnpla3/Abcd2/Eci1/Cyp4f14/Lipg/Hsd17b10	28
GO:0044242	cellular lipid catabolic process	22/482	183/11520	7.91106961894304e-06	0.00235008211867727	0.00220937437713245	Crat/Hadh/Acadm/Decr1/Mfsd2a/Abhd1/Mgll/Fgf21/Abhd2/Irs2/Ces1d/Nudt7/Apoa4/Hexa/Acox1/Acot2/Abhd6/Pnpla3/Abcd2/Eci1/Lipg/Hsd17b10	22
GO:0009062	fatty acid catabolic process	15/482	95/11520	8.55703395296641e-06	0.00239244602226173	0.00224920180373637	Crat/Hadh/Acadm/Decr1/Mfsd2a/Abhd1/Abhd2/Irs2/Ces1d/Nudt7/Acox1/Acot2/Abcd2/Eci1/Hsd17b10	15
GO:0097267	omega-hydroxylase P450 pathway	4/482	5/11520	1.46382489674201e-05	0.00386531096345265	0.00363388110331569	Cyp2u1/Cyp4a12a/Cyp4a12b/Cyp4f14	4
GO:0006637	acyl-CoA metabolic process	13/482	78/11520	1.87141112151062e-05	0.00444740853026998	0.00418112642674345	Fitm2/Acnat2/Acsm2/Ces1d/Nudt7/Acot2/Acot1/Acot4/Acot3/Acot5/Acot6/Mpc1/Acot9	13
GO:0035383	thioester metabolic process	13/482	78/11520	1.87141112151062e-05	0.00444740853026998	0.00418112642674345	Fitm2/Acnat2/Acsm2/Ces1d/Nudt7/Acot2/Acot1/Acot4/Acot3/Acot5/Acot6/Mpc1/Acot9	13
GO:0046394	carboxylic acid biosynthetic process	25/482	238/11520	2.10707774991542e-05	0.00467716303706677	0.00439712471731946	Mgst3/Ptgds/Cyp4a12a/Cyp4a12b/Cyp4a14/Cyp4a10/Cyp4a32/Abhd1/Cad/Ugdh/Mgll/Abhd2/Acsm2/Ces1d/Apoa4/Elovl5/Scap/Mthfd1l/Rdh16/Abcd2/Lipg/Gstp1/Gstp2/Aldh18a1/Hsd17b10	25
GO:0072329	monocarboxylic acid catabolic process	16/482	115/11520	2.24640749058471e-05	0.00467716303706677	0.00439712471731946	Crat/Hadh/Acadm/Decr1/Mfsd2a/Abhd1/Abhd2/Irs2/Ces1d/Nudt7/Acox1/Acot2/Abcd2/Eci1/Cyp4f14/Hsd17b10	16
GO:0016053	organic acid biosynthetic process	25/482	239/11520	2.26330212187115e-05	0.00467716303706677	0.00439712471731946	Mgst3/Ptgds/Cyp4a12a/Cyp4a12b/Cyp4a14/Cyp4a10/Cyp4a32/Abhd1/Cad/Ugdh/Mgll/Abhd2/Acsm2/Ces1d/Apoa4/Elovl5/Scap/Mthfd1l/Rdh16/Abcd2/Lipg/Gstp1/Gstp2/Aldh18a1/Hsd17b10	25
GO:0048871	multicellular organismal homeostasis	31/482	343/11520	4.4746610382076e-05	0.0088616932977503	0.00833111232771546	Fmo1/Fcgr4/G0s2/Il1rn/Lcn2/Stk39/Hadh/Decr1/Mup1/Mfsd2a/Stmn1/Wfs1/Ncor2/Smo/Akr1b3/Pparg/Fgf21/Ces1d/Cdh1/Slc22a5/Slc22a21/Dhrs7b/Pctp/Gadd45g/Adgrv1/F2r/Abhd6/Prlr/Tnfrsf11b/Tfrc/Tff3	31
GO:0019395	fatty acid oxidation	14/482	100/11520	6.76663204206494e-05	0.0119332526843971	0.0112187665729713	Fmo1/Crat/Hao2/Hadh/Acadm/Decr1/Mfsd2a/Pparg/Nucb2/Irs2/Acox1/Abcd2/Eci1/Hsd17b10	14
GO:0019373	epoxygenase P450 pathway	7/482	26/11520	7.06559724440329e-05	0.0119332526843971	0.0112187665729713	Cyp2b10/Cyp2b13/Cyp2b9/Cyp2a4/Cyp2c55/Cyp2c39/Cyp2c70	7
GO:0032788	saturated monocarboxylic acid metabolic process	3/482	3/11520	7.28096629176345e-05	0.0119332526843971	0.0112187665729713	Acot4/Acot3/Acot5	3
GO:0032789	unsaturated monocarboxylic acid metabolic process	3/482	3/11520	7.28096629176345e-05	0.0119332526843971	0.0112187665729713	Acot4/Acot3/Acot5	3
GO:1902603	carnitine transmembrane transport	3/482	3/11520	7.28096629176345e-05	0.0119332526843971	0.0112187665729713	Slc25a20/Slc22a5/Slc22a21	3
GO:0034440	lipid oxidation	14/482	102/11520	8.43494085057589e-05	0.0133637579542624	0.0125636224248051	Fmo1/Crat/Hao2/Hadh/Acadm/Decr1/Mfsd2a/Pparg/Nucb2/Irs2/Acox1/Abcd2/Eci1/Hsd17b10	14
GO:0044283	small molecule biosynthetic process	36/482	440/11520	8.9878017658905e-05	0.0137094429440334	0.0128886100296592	Mgst3/Ephx1/Abca2/Ptgds/Acadm/Mup1/Cyp4a12a/Cyp4a12b/Cyp4a14/Cyp4a10/Cyp4a32/Abhd1/Cad/Ugdh/Akr1b3/Mgll/Abhd2/Acsm2/Ces1d/Apoa4/Bmp5/Elovl5/Nt5e/Scap/Mthfd1l/Moxd1/Rdh16/Plek/Serpina12/Abcd2/Gnpda1/Lipg/Gstp1/Gstp2/Aldh18a1/Hsd17b10	36
GO:0046461	neutral lipid catabolic process	8/482	36/11520	9.51844344946566e-05	0.0137094429440334	0.0128886100296592	Mgll/Fgf21/Abhd2/Ces1d/Apoa4/Abhd6/Pnpla3/Lipg	8
GO:0046464	acylglycerol catabolic process	8/482	36/11520	9.51844344946566e-05	0.0137094429440334	0.0128886100296592	Mgll/Fgf21/Abhd2/Ces1d/Apoa4/Abhd6/Pnpla3/Lipg	8
GO:0014070	response to organic cyclic compound	38/482	483/11520	0.000130641831441538	0.0182629595541656	0.0171694914696386	Ephx1/Il1rn/Stk39/Bche/Hsd3b9/Hsd3b4/Gstm3/Mup1/Mup11/Paqr7/Prdm2/Ncor2/Smo/Pparg/Cyp2b9/Cyp2a4/Saa3/Abhd2/Ces1d/Cdh1/Apoa4/Gsta1/Gsta2/Nt5e/Slc26a6/Socs2/Egfr/Sstr2/Foxa1/Cd83/Pde4d/Ly6d/Mapk15/Spidr/Slc22a7/Efna5/Gna14/Ar	38
GO:0000038	very long-chain fatty acid metabolic process	7/482	29/11520	0.000150326706309021	0.0199290188155163	0.0187357978610444	Elovl5/Acox1/Acot2/Acot4/Acot3/Acot5/Abcd2	7
GO:0010876	lipid localization	29/482	333/11520	0.000150945650611948	0.0199290188155163	0.0187357978610444	Abca2/Fitm2/Ttpa/Mup1/Plin2/Mfsd2a/Mest/Osbpl3/Cidec/Pparg/Slco1a5/Fzd4/Nucb2/Irs2/Atp11a/Ces1d/Apoa4/Hexa/Anxa2/Plscr2/Slco2a1/Slc25a20/Proca1/Pctp/Abcc3/Abcd2/Apom/Lipg/Vldlr	29
GO:0033865	nucleoside bisphosphate metabolic process	13/482	96/11520	0.000172519137722184	0.0210252169639369	0.019766362743068	Fitm2/Acnat2/Acsm2/Ces1d/Nudt7/Acot2/Acot1/Acot4/Acot3/Acot5/Acot6/Mpc1/Acot9	13
GO:0033875	ribonucleoside bisphosphate metabolic process	13/482	96/11520	0.000172519137722184	0.0210252169639369	0.019766362743068	Fitm2/Acnat2/Acsm2/Ces1d/Nudt7/Acot2/Acot1/Acot4/Acot3/Acot5/Acot6/Mpc1/Acot9	13
GO:0034032	purine nucleoside bisphosphate metabolic process	13/482	96/11520	0.000172519137722184	0.0210252169639369	0.019766362743068	Fitm2/Acnat2/Acsm2/Ces1d/Nudt7/Acot2/Acot1/Acot4/Acot3/Acot5/Acot6/Mpc1/Acot9	13
GO:0007600	sensory perception	21/482	212/11520	0.000218644853634163	0.0259804747330794	0.0244249316757111	Serpine2/Fcgr4/Il1rn/Lamc3/Mme/Wfs1/Crybb3/Srrm4/Tmem120a/Grm8/Mgll/Fzd4/Fgfr1/Cdh1/Hexa/Slc17a8/Unc119/Adgrv1/F2r/Zfhx2/Impg2	21
GO:0051793	medium-chain fatty acid catabolic process	3/482	4/11520	0.000282154038870968	0.032709223091554	0.0307508060335625	Acadm/Abhd1/Abhd2	3
GO:0010565	regulation of cellular ketone metabolic process	15/482	130/11520	0.000342341283327962	0.0384447600576148	0.0361429360834874	Fmo1/Mfsd2a/Ncor2/Pparg/Nucb2/Irs2/Ces1d/Apoa4/Bmp5/Elovl5/Scap/Rdh16/Slc7a7/Abcd2/Gk	15
GO:0042178	xenobiotic catabolic process	7/482	33/11520	0.000355895106782044	0.0384447600576148	0.0361429360834874	Gstm2/Cyp2b10/Cyp2b13/Cyp2b9/Cyp1a2/Gsta1/Gsta2	7
GO:0046456	icosanoid biosynthetic process	7/482	33/11520	0.000355895106782044	0.0384447600576148	0.0361429360834874	Mgst3/Ptgds/Cyp4a12a/Cyp4a12b/Cyp4a14/Cyp4a10/Cyp4a32	7
GO:0010817	regulation of hormone levels	29/482	351/11520	0.000367954391203	0.0388641604752857	0.0365372255124382	Il1rn/Fgg/Fga/Fgb/Hsd3b9/Hsd3b4/Hadh/Mup1/Dio1/Pparg/Fzd4/Nucb2/Irs2/Fgfr1/Hsd17b2/Slc7a5/Cyp1a2/Rab8b/Bmp5/Rdh16/Foxa1/Cyp46a1/Gcnt4/Efna5/Cyp2c55/Cyp17a1/Sytl4/Serpina7/Hsd17b10	29
GO:0006959	humoral immune response	14/482	118/11520	0.000401912149480949	0.0415280097061511	0.039041580653241	Cd59b/Wfdc2/Fga/Fgb/C8b/C8a/Cxcl10/C1rb/Lgals4/Defb1/Cxcl14/C6/Colec10/C2	14
GO:0009617	response to bacterium	33/482	425/11520	0.000456595054006138	0.0461743891849186	0.0434097649329464	Fcgr4/Lcn2/Wfdc2/Fga/Fgb/Gstm3/Stap1/Cxcl10/Cyp3a11/Irf5/Cd4/Cyp2b10/Lgals4/Saa3/Trim5/Bnip3/Defb1/Mt2/Gsta1/Gsta2/Tent5a/Plscr2/Gas2l3/Slc22a5/Slc22a21/F2r/Pde4d/Ear2/Prlr/Abcd2/C2/Gstp1/Cd274	33
GO:0006869	lipid transport	25/482	289/11520	0.000470766402746655	0.0466156815053094	0.0438246355188498	Abca2/Ttpa/Plin2/Mfsd2a/Osbpl3/Cidec/Pparg/Slco1a5/Fzd4/Nucb2/Irs2/Atp11a/Ces1d/Apoa4/Anxa2/Plscr2/Slco2a1/Slc25a20/Proca1/Pctp/Abcc3/Abcd2/Apom/Lipg/Vldlr	25
GO:0050877	nervous system process	37/482	498/11520	0.000490095997745261	0.0475393117812903	0.0446929647782735	Serpine2/Fcgr4/Il1rn/Lamc3/Lcn2/Mme/Bche/Mup20/Mfsd2a/Wfs1/Crybb3/Srrm4/Tmem120a/Grm8/Mgll/Fzd4/Fgfr1/Cdh1/Hexa/Epm2a/Slc17a8/Tafa2/Stac3/Unc119/Tmem98/Cntnap1/Adgrv1/F2r/Pde4d/Zfhx2/Impg2/Dop1b/Adgrf1/Rcan2/Dlgap1/Bhlhb9/Ap1s2	37
GO:0006790	sulfur compound metabolic process	24/482	277/11520	0.000594102018588562	0.0560929275837911	0.0527344453017359	Fitm2/Sulf2/Gstm3/Gstm2/Acnat2/Ugdh/Acsm2/Ces1d/Nudt7/Galns/Gsta1/Gsta2/Gstt3/Acot2/Acot1/Acot4/Acot3/Acot5/Acot6/Mpc1/Sult1c2/Gstp1/Gstp2/Acot9	24
GO:0006635	fatty acid beta-oxidation	10/482	70/11520	0.000621896695047955	0.0560929275837911	0.0527344453017359	Crat/Hadh/Acadm/Decr1/Mfsd2a/Irs2/Acox1/Abcd2/Eci1/Hsd17b10	10
GO:0019233	sensory perception of pain	9/482	58/11520	0.000624189875822047	0.0560929275837911	0.0527344453017359	Fcgr4/Il1rn/Mme/Tmem120a/Grm8/Mgll/Fgfr1/F2r/Zfhx2	9
GO:0008202	steroid metabolic process	24/482	278/11520	0.000625483938973475	0.0560929275837911	0.0527344453017359	Abca2/Fmo5/Hsd3b9/Hsd3b4/Cyp3a11/Cyp3a59/Cyp2b10/Cyp2b13/Cyp2b9/Fgfr1/Ces1d/Hsd17b2/Apoa4/Cyp1a2/Bmp5/Scap/Rdh16/Pctp/Serpina12/Cyp46a1/Akr1c19/Vldlr/Cyp17a1/Hsd17b10	24
GO:0002227	innate immune response in mucosa	3/482	5/11520	0.000683427723726292	0.0590605812885649	0.0555244150663753	Defb1/Apoa4/Ear2	3
GO:0015879	carnitine transport	3/482	5/11520	0.000683427723726292	0.0590605812885649	0.0555244150663753	Slc25a20/Slc22a5/Slc22a21	3
GO:0048240	sperm capacitation	4/482	11/11520	0.000789711224387472	0.0670267401698867	0.0630136117955793	Abhd2/Defb1/Slc26a6/Cabyr	4
GO:0001655	urogenital system development	22/482	251/11520	0.000851872982109824	0.0710342505959297	0.0667811783759225	Lrp4/Sulf2/Lama5/Cyp4a12a/Cyp4a12b/Cyp4a14/Cyp4a10/Cyp4a32/Slc5a1/Wfs1/Fras1/Smo/Akr1b3/Fgfr1/Foxa1/Irx1/Gcnt4/Prlr/Robo1/Adamts1/Dact2/Ar	22
GO:0019731	antibacterial humoral response	5/482	19/11520	0.000896610566784772	0.0734756900677245	0.0690764402178105	Wfdc2/Fga/Fgb/Lgals4/Defb1	5
GO:0001659	temperature homeostasis	14/482	128/11520	0.000915579486289606	0.0737584626836356	0.0693422822354929	G0s2/Il1rn/Lcn2/Hadh/Decr1/Mup1/Pparg/Fgf21/Ces1d/Dhrs7b/Pctp/Gadd45g/Abhd6/Prlr	14
GO:0014909	smooth muscle cell migration	11/482	87/11520	0.000968714039384728	0.0767382971532602	0.0721437034594416	Itga4/Postn/Fga/Smo/Pparg/Abhd2/Pde4d/Adamts1/Ddr1/Gstp1/Gstp2	11
GO:0015838	amino-acid betaine transport	3/482	6/11520	0.0013243969502516	0.101529979105578	0.0954510195894403	Slc25a20/Slc22a5/Slc22a21	3
GO:1905684	regulation of plasma membrane repair	3/482	6/11520	0.0013243969502516	0.101529979105578	0.0954510195894403	S100a10/Anxa2/Sytl4	3
GO:0050873	brown fat cell differentiation	7/482	41/11520	0.00140280417620672	0.102364590813397	0.0962356601377235	Selenbp1/Pparg/Pex11a/Bnip3/Nudt7/Dhrs7b/Arl4a	7
GO:0007586	digestion	9/482	65/11520	0.00144690276677051	0.102364590813397	0.0962356601377235	Capn8/Stk39/Slc5a1/Slco1a5/Apoa4/Slc26a6/Slc22a5/Slc22a21/Tff3	9
GO:0031639	plasminogen activation	5/482	21/11520	0.00146412689370441	0.102364590813397	0.0962356601377235	Serpine2/Fgg/Fga/Fgb/S100a10	5
GO:0051930	regulation of sensory perception of pain	5/482	21/11520	0.00146412689370441	0.102364590813397	0.0962356601377235	Fcgr4/Mgll/Fgfr1/F2r/Zfhx2	5
GO:0051931	regulation of sensory perception	5/482	21/11520	0.00146412689370441	0.102364590813397	0.0962356601377235	Fcgr4/Mgll/Fgfr1/F2r/Zfhx2	5
GO:0007286	spermatid development	10/482	78/11520	0.00146450498113002	0.102364590813397	0.0962356601377235	Abhd2/Pdilt/Defb1/Slc26a6/Brip1/Iqcg/Cabyr/Xlr3a/Xlr3b/Xlr3c	10
GO:0046503	glycerolipid catabolic process	8/482	53/11520	0.00149487522726182	0.102973071814137	0.0968077092254222	Mgll/Fgf21/Abhd2/Ces1d/Apoa4/Abhd6/Pnpla3/Lipg	8
GO:0050954	sensory perception of mechanical stimulus	11/482	92/11520	0.00154185617118192	0.103371719060205	0.0971824880486717	Serpine2/Wfs1/Srrm4/Tmem120a/Grm8/Fzd4/Fgfr1/Cdh1/Hexa/Slc17a8/Adgrv1	11
GO:0015849	organic acid transport	18/482	197/11520	0.00154415991021977	0.103371719060205	0.0971824880486717	Il1rn/Plin2/Mfsd2a/Pparg/Slco1a5/Slc1a5/Irs2/Slc7a5/Slc26a6/Epm2a/Slc17a8/Slc16a7/Proca1/Abcc3/Slc25a10/Slc7a7/Abcd2/Mpc1	18
GO:0046459	short-chain fatty acid metabolic process	4/482	13/11520	0.00160044397659043	0.1042042495991	0.0979651720349874	Crat/Ces1d/Acot4/Acot9	4
GO:1901569	fatty acid derivative catabolic process	4/482	13/11520	0.00160044397659043	0.1042042495991	0.0979651720349874	Fitm2/Hpgd/Nudt7/Cyp4f14	4
GO:0046395	carboxylic acid catabolic process	18/482	200/11520	0.00182901997807442	0.117477458861996	0.110443667239344	Crat/Hadh/Acadm/Decr1/Mfsd2a/Abhd1/Abhd2/Irs2/Ces1d/Nudt7/Acox1/Acot2/Acot4/Abcd2/Eci1/Cyp4f14/Gnpda1/Hsd17b10	18
GO:0006575	cellular modified amino acid metabolic process	15/482	153/11520	0.00186753838872683	0.118352132821582	0.111265971370462	Crat/Gstm3/Gstm2/Acadm/Dio1/Mfsd2a/Gsta1/Gsta2/Mthfd1l/Vnn1/Gstt3/Slc22a5/Gcnt4/Gstp1/Gstp2	15
GO:0001822	kidney development	19/482	217/11520	0.00190238501970488	0.11897415787707	0.111850753582371	Lrp4/Sulf2/Lama5/Cyp4a12a/Cyp4a12b/Cyp4a14/Cyp4a10/Cyp4a32/Slc5a1/Wfs1/Fras1/Smo/Akr1b3/Fgfr1/Irx1/Gcnt4/Robo1/Adamts1/Dact2	19
GO:0106106	cold-induced thermogenesis	12/482	109/11520	0.00197013403923948	0.121611001149419	0.114329719707062	G0s2/Lcn2/Hadh/Decr1/Pparg/Fgf21/Ces1d/Dhrs7b/Pctp/Gadd45g/Abhd6/Prlr	12
GO:0016054	organic acid catabolic process	18/482	202/11520	0.00204257340369494	0.124466043432847	0.117013820495074	Crat/Hadh/Acadm/Decr1/Mfsd2a/Abhd1/Abhd2/Irs2/Ces1d/Nudt7/Acox1/Acot2/Acot4/Abcd2/Eci1/Cyp4f14/Gnpda1/Hsd17b10	18
GO:1900006	positive regulation of dendrite development	4/482	14/11520	0.00216715936213601	0.128972115329378	0.121250097904528	Tmem106b/Bmp5/Cobl/Vldlr	4
GO:0014812	muscle cell migration	11/482	96/11520	0.00217830153517144	0.128972115329378	0.121250097904528	Itga4/Postn/Fga/Smo/Pparg/Abhd2/Pde4d/Adamts1/Ddr1/Gstp1/Gstp2	11
GO:0032355	response to estradiol	6/482	33/11520	0.00219792580300434	0.128972115329378	0.121250097904528	Prdm2/Socs2/Egfr/Sstr2/Foxa1/Mapk15	6
GO:0097305	response to alcohol	12/482	111/11520	0.00229994168446493	0.131814891130533	0.123922666648015	Stk39/Hsd3b9/Hsd3b4/Trp53inp1/Smo/Hpgd/Ces1d/Cdh1/Serpina1e/Spidr/Efna5/Gk	12
GO:0030258	lipid modification	16/482	172/11520	0.00230183798944545	0.131814891130533	0.123922666648015	Fmo1/Abca2/Crat/Hao2/Hadh/Acadm/Decr1/Mfsd2a/Pparg/Nucb2/Irs2/Apoa4/Acox1/Abcd2/Eci1/Hsd17b10	16
GO:0048515	spermatid differentiation	10/482	84/11520	0.0025718143883072	0.144060084174853	0.13543469660652	Abhd2/Pdilt/Defb1/Slc26a6/Brip1/Iqcg/Cabyr/Xlr3a/Xlr3b/Xlr3c	10
GO:0008207	C21-steroid hormone metabolic process	6/482	34/11520	0.00257629016512991	0.144060084174853	0.13543469660652	Hsd3b9/Hsd3b4/Bmp5/Cyp46a1/Cyp17a1/Hsd17b10	6
GO:0060749	mammary gland alveolus development	4/482	15/11520	0.00285846920684276	0.15616441540372	0.146814298645463	Socs2/Prlr/Ddr1/Ar	4
GO:0061377	mammary gland lobule development	4/482	15/11520	0.00285846920684276	0.15616441540372	0.146814298645463	Socs2/Prlr/Ddr1/Ar	4
GO:0034113	heterotypic cell-cell adhesion	6/482	35/11520	0.00300150621620886	0.159126086817253	0.149598644299831	Il1rn/Itga4/Fgg/Fga/Fgb/Vcam1	6
GO:0072001	renal system development	19/482	226/11520	0.0030123813227033	0.159126086817253	0.149598644299831	Lrp4/Sulf2/Lama5/Cyp4a12a/Cyp4a12b/Cyp4a14/Cyp4a10/Cyp4a32/Slc5a1/Wfs1/Fras1/Smo/Akr1b3/Fgfr1/Irx1/Gcnt4/Robo1/Adamts1/Dact2	19
GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	11/482	100/11520	0.0030131175707033	0.159126086817253	0.149598644299831	Il1rn/Ntng2/Itga4/Vcam1/Clstn3/Cdh1/Colec10/Lgals1/Amigo2/Robo1/Efna5	11
GO:0034446	substrate adhesion-dependent cell spreading	10/482	86/11520	0.00306262364306081	0.159963188741407	0.150385625966375	Ntng2/Lamc3/Itga4/Lama5/Postn/S100a10/Fzd4/Cspg5/Carmil1/Efna5	10
GO:0007186	G protein-coupled receptor signaling pathway	22/482	279/11520	0.00326113427261983	0.165310419178067	0.155412698774379	Sort1/Stmn1/Cxcl10/Gngt1/Grm8/Smo/Mgll/Fzd4/Adgrg1/Slc26a6/Plek/Ccl6/Sstr2/Adgrv1/F2r/Pde4d/Abhd6/Ltb4r2/Adgrf1/Adgre4/Gna14/Adgrg2	22
GO:0022600	digestive system process	8/482	60/11520	0.00334434005899862	0.165310419178067	0.155412698774379	Stk39/Slc5a1/Slco1a5/Apoa4/Slc26a6/Slc22a5/Slc22a21/Tff3	8
GO:0000727	double-strand break repair via break-induced replication	3/482	8/11520	0.00348221886275967	0.165310419178067	0.155412698774379	Mcm6/Mcm2/Mcm5	3
GO:0007218	neuropeptide signaling pathway	3/482	8/11520	0.00348221886275967	0.165310419178067	0.155412698774379	Sort1/Sstr2/Ltb4r2	3
GO:0034116	positive regulation of heterotypic cell-cell adhesion	3/482	8/11520	0.00348221886275967	0.165310419178067	0.155412698774379	Fgg/Fga/Fgb	3
GO:0042760	very long-chain fatty acid catabolic process	3/482	8/11520	0.00348221886275967	0.165310419178067	0.155412698774379	Acox1/Acot2/Abcd2	3
