loc_ID	query_ID	symbol	name	Gene_expression	ensembl_gene_id	name.1	H3K27ac	correlation_pearson	corr.sig.pearson	name.ident
chr10.3978685.3979085	closest_left1	Mthfd1l	E2_9	0.391845695454424	ENSMUSG00000040675	E2_9_K27	942.86954903542	0.84144799422612	1.20568158688921e-05	chr10.3978685.3979085:Mthfd1l
chr10.3978685.3979085	closest_left1	Mthfd1l	PPT1	0.170763992241881	ENSMUSG00000040675	PPT1_K27	634.395786074051	0.84144799422612	1.20568158688921e-05	chr10.3978685.3979085:Mthfd1l
chr10.3978685.3979085	closest_left1	Mthfd1l	PPT2	0.188981411355934	ENSMUSG00000040675	PPT2_K27	501.514993208651	0.84144799422612	1.20568158688921e-05	chr10.3978685.3979085:Mthfd1l
chr10.3978685.3979085	closest_left1	Mthfd1l	PPT3	0.105912926647071	ENSMUSG00000040675	PPT3_K27	567.994429990106	0.84144799422612	1.20568158688921e-05	chr10.3978685.3979085:Mthfd1l
chr10.24254917.24255317	closest_left1	Moxd1	CDm2	68.6672175705411	ENSMUSG00000020000	CDm2_K27	1022.76821515324	0.7643922323735	0.000220898834112837	chr10.24254917.24255317:Moxd1
chr10.24254917.24255317	closest_left1	Moxd1	CDm6	26.4890462445068	ENSMUSG00000020000	CDm6_K27	388.617815967874	0.7643922323735	0.000220898834112837	chr10.24254917.24255317:Moxd1
chr10.24254917.24255317	closest_left1	Moxd1	CDm9	24.24662599245	ENSMUSG00000020000	CDm9_K27	607.713724437158	0.7643922323735	0.000220898834112837	chr10.24254917.24255317:Moxd1
chr10.24254917.24255317	closest_left1	Moxd1	HFDm3	0	ENSMUSG00000020000	HFDm3_K27	18.7860457252353	0.7643922323735	0.000220898834112837	chr10.24254917.24255317:Moxd1
chr10.24254917.24255317	closest_left1	Moxd1	HFDm4	0	ENSMUSG00000020000	HFDm4_K27	9.31645192244985	0.7643922323735	0.000220898834112837	chr10.24254917.24255317:Moxd1
chr10.24254917.24255317	closest_left1	Moxd1	HFDm6	0.104269144311769	ENSMUSG00000020000	HFDm6_K27	32.334206356905	0.7643922323735	0.000220898834112837	chr10.24254917.24255317:Moxd1
chr10.24254917.24255317	closest_left1	Moxd1	DPN2	1.47341692518094	ENSMUSG00000020000	DPN2_K27	271.682082566655	0.7643922323735	0.000220898834112837	chr10.24254917.24255317:Moxd1
chr10.24254917.24255317	closest_left1	Moxd1	DPN3	34.0410023591924	ENSMUSG00000020000	DPN3_K27	393.115172120697	0.7643922323735	0.000220898834112837	chr10.24254917.24255317:Moxd1
chr10.24254917.24255317	closest_left1	Moxd1	DPN6	11.6652231423822	ENSMUSG00000020000	DPN6_K27	458.467735333126	0.7643922323735	0.000220898834112837	chr10.24254917.24255317:Moxd1
chr10.24254917.24255317	closest_left1	Moxd1	DIP3	1.86402080056033	ENSMUSG00000020000	DIP3_K27	185.578837264231	0.7643922323735	0.000220898834112837	chr10.24254917.24255317:Moxd1
chr10.24254917.24255317	closest_left1	Moxd1	DIP6	0.883283571974958	ENSMUSG00000020000	DIP6_K27	135.745070757118	0.7643922323735	0.000220898834112837	chr10.24254917.24255317:Moxd1
chr10.24254917.24255317	closest_left1	Moxd1	DIP10	4.29712837801138	ENSMUSG00000020000	DIP10_K27	263.985744769782	0.7643922323735	0.000220898834112837	chr10.24254917.24255317:Moxd1
chr10.24254917.24255317	closest_left1	Moxd1	E2_2	1.94031883035454	ENSMUSG00000020000	E2_2_K27	257.151068689588	0.7643922323735	0.000220898834112837	chr10.24254917.24255317:Moxd1
chr10.24254917.24255317	closest_left1	Moxd1	E2_8	18.5226803361978	ENSMUSG00000020000	E2_8_K27	478.15798830352	0.7643922323735	0.000220898834112837	chr10.24254917.24255317:Moxd1
chr10.24254917.24255317	closest_left1	Moxd1	E2_9	33.9452160267235	ENSMUSG00000020000	E2_9_K27	310.154456919546	0.7643922323735	0.000220898834112837	chr10.24254917.24255317:Moxd1
chr10.24254917.24255317	closest_left1	Moxd1	PPT1	1.55622094421809	ENSMUSG00000020000	PPT1_K27	307.585835672267	0.7643922323735	0.000220898834112837	chr10.24254917.24255317:Moxd1
chr10.24254917.24255317	closest_left1	Moxd1	PPT2	5.5692047800112	ENSMUSG00000020000	PPT2_K27	501.514993208651	0.7643922323735	0.000220898834112837	chr10.24254917.24255317:Moxd1
chr10.24254917.24255317	closest_left1	Moxd1	PPT3	3.08449043879768	ENSMUSG00000020000	PPT3_K27	549.672029022683	0.7643922323735	0.000220898834112837	chr10.24254917.24255317:Moxd1
chr10.88510922.88511322	closest_left1	Chpt1	CDm2	10.6586898987567	ENSMUSG00000060002	CDm2_K27	209.202589463163	0.678798687394405	0.0019524787524431	chr10.88510922.88511322:Chpt1
chr10.88510922.88511322	closest_left1	Chpt1	CDm6	19.4539777219741	ENSMUSG00000060002	CDm6_K27	302.258301308347	0.678798687394405	0.0019524787524431	chr10.88510922.88511322:Chpt1
chr10.88510922.88511322	closest_left1	Chpt1	CDm9	10.981694943283	ENSMUSG00000060002	CDm9_K27	240.258914312365	0.678798687394405	0.0019524787524431	chr10.88510922.88511322:Chpt1
chr10.88510922.88511322	closest_left1	Chpt1	HFDm3	27.9078520594923	ENSMUSG00000060002	HFDm3_K27	732.655783284176	0.678798687394405	0.0019524787524431	chr10.88510922.88511322:Chpt1
chr10.88510922.88511322	closest_left1	Chpt1	HFDm4	51.6536910853449	ENSMUSG00000060002	HFDm4_K27	680.100990338839	0.678798687394405	0.0019524787524431	chr10.88510922.88511322:Chpt1
chr10.88510922.88511322	closest_left1	Chpt1	HFDm6	46.4018986942939	ENSMUSG00000060002	HFDm6_K27	598.182817602742	0.678798687394405	0.0019524787524431	chr10.88510922.88511322:Chpt1
chr10.88510922.88511322	closest_left1	Chpt1	DPN2	27.9040434448838	ENSMUSG00000060002	DPN2_K27	518.665793990886	0.678798687394405	0.0019524787524431	chr10.88510922.88511322:Chpt1
chr10.88510922.88511322	closest_left1	Chpt1	DPN3	20.3726427583871	ENSMUSG00000060002	DPN3_K27	467.48831279218	0.678798687394405	0.0019524787524431	chr10.88510922.88511322:Chpt1
chr10.88510922.88511322	closest_left1	Chpt1	DPN6	20.2205950452697	ENSMUSG00000060002	DPN6_K27	507.589278404532	0.678798687394405	0.0019524787524431	chr10.88510922.88511322:Chpt1
chr10.88510922.88511322	closest_left1	Chpt1	DIP3	34.6796795306341	ENSMUSG00000060002	DIP3_K27	590.478118568006	0.678798687394405	0.0019524787524431	chr10.88510922.88511322:Chpt1
chr10.88510922.88511322	closest_left1	Chpt1	DIP6	13.0485154039842	ENSMUSG00000060002	DIP6_K27	254.522007669596	0.678798687394405	0.0019524787524431	chr10.88510922.88511322:Chpt1
chr10.88510922.88511322	closest_left1	Chpt1	DIP10	14.0550872571572	ENSMUSG00000060002	DIP10_K27	593.96792573201	0.678798687394405	0.0019524787524431	chr10.88510922.88511322:Chpt1
chr10.88510922.88511322	closest_left1	Chpt1	E2_2	24.0306507914182	ENSMUSG00000060002	E2_2_K27	559.681737736163	0.678798687394405	0.0019524787524431	chr10.88510922.88511322:Chpt1
chr10.88510922.88511322	closest_left1	Chpt1	E2_8	12.7451109620872	ENSMUSG00000060002	E2_8_K27	404.595220872209	0.678798687394405	0.0019524787524431	chr10.88510922.88511322:Chpt1
chr10.88510922.88511322	closest_left1	Chpt1	E2_9	14.0296199312437	ENSMUSG00000060002	E2_9_K27	508.653309348055	0.678798687394405	0.0019524787524431	chr10.88510922.88511322:Chpt1
chr10.88510922.88511322	closest_left1	Chpt1	PPT1	20.0681393532504	ENSMUSG00000060002	PPT1_K27	557.499327155984	0.678798687394405	0.0019524787524431	chr10.88510922.88511322:Chpt1
chr10.88510922.88511322	closest_left1	Chpt1	PPT2	15.6948477523782	ENSMUSG00000060002	PPT2_K27	292.550412705046	0.678798687394405	0.0019524787524431	chr10.88510922.88511322:Chpt1
chr10.88510922.88511322	closest_left1	Chpt1	PPT3	22.529701946137	ENSMUSG00000060002	PPT3_K27	513.027227087838	0.678798687394405	0.0019524787524431	chr10.88510922.88511322:Chpt1
chr11.61355519.61355919	closest_left1	Aldh3a2	CDm2	16.5762741986696	ENSMUSG00000010025	CDm2_K27	220.82495554445	0.644599596310383	0.00387822698039156	chr11.61355519.61355919:Aldh3a2
chr11.61355519.61355919	closest_left1	Aldh3a2	CDm6	33.77895015871	ENSMUSG00000010025	CDm6_K27	518.157087957166	0.644599596310383	0.00387822698039156	chr11.61355519.61355919:Aldh3a2
chr11.61355519.61355919	closest_left1	Aldh3a2	CDm9	18.595243833898	ENSMUSG00000010025	CDm9_K27	480.51782862473	0.644599596310383	0.00387822698039156	chr11.61355519.61355919:Aldh3a2
chr11.61355519.61355919	closest_left1	Aldh3a2	HFDm3	157.187058700032	ENSMUSG00000010025	HFDm3_K27	723.262760421559	0.644599596310383	0.00387822698039156	chr11.61355519.61355919:Aldh3a2
chr11.61355519.61355919	closest_left1	Aldh3a2	HFDm4	217.488144394869	ENSMUSG00000010025	HFDm4_K27	782.581961485788	0.644599596310383	0.00387822698039156	chr11.61355519.61355919:Aldh3a2
chr11.61355519.61355919	closest_left1	Aldh3a2	HFDm6	191.898016892756	ENSMUSG00000010025	HFDm6_K27	695.185436673457	0.644599596310383	0.00387822698039156	chr11.61355519.61355919:Aldh3a2
chr11.61355519.61355919	closest_left1	Aldh3a2	DPN2	69.1089501454816	ENSMUSG00000010025	DPN2_K27	679.205206416637	0.644599596310383	0.00387822698039156	chr11.61355519.61355919:Aldh3a2
chr11.61355519.61355919	closest_left1	Aldh3a2	DPN3	60.0076278983785	ENSMUSG00000010025	DPN3_K27	679.983000424989	0.644599596310383	0.00387822698039156	chr11.61355519.61355919:Aldh3a2
chr11.61355519.61355919	closest_left1	Aldh3a2	DPN6	69.7897374644697	ENSMUSG00000010025	DPN6_K27	523.963126095001	0.644599596310383	0.00387822698039156	chr11.61355519.61355919:Aldh3a2
chr11.61355519.61355919	closest_left1	Aldh3a2	DIP3	114.792181202275	ENSMUSG00000010025	DIP3_K27	708.573742281607	0.644599596310383	0.00387822698039156	chr11.61355519.61355919:Aldh3a2
chr11.61355519.61355919	closest_left1	Aldh3a2	DIP6	70.0554026311647	ENSMUSG00000010025	DIP6_K27	712.66162147487	0.644599596310383	0.00387822698039156	chr11.61355519.61355919:Aldh3a2
chr11.61355519.61355919	closest_left1	Aldh3a2	DIP10	61.4557069404508	ENSMUSG00000010025	DIP10_K27	549.970301603713	0.644599596310383	0.00387822698039156	chr11.61355519.61355919:Aldh3a2
chr11.61355519.61355919	closest_left1	Aldh3a2	E2_2	100.271699136541	ENSMUSG00000010025	E2_2_K27	680.694005354793	0.644599596310383	0.00387822698039156	chr11.61355519.61355919:Aldh3a2
chr11.61355519.61355919	closest_left1	Aldh3a2	E2_8	34.0003436763419	ENSMUSG00000010025	E2_8_K27	429.116143349313	0.644599596310383	0.00387822698039156	chr11.61355519.61355919:Aldh3a2
chr11.61355519.61355919	closest_left1	Aldh3a2	E2_9	42.5567159147953	ENSMUSG00000010025	E2_9_K27	744.37069660691	0.644599596310383	0.00387822698039156	chr11.61355519.61355919:Aldh3a2
chr11.61355519.61355919	closest_left1	Aldh3a2	PPT1	85.3745721658208	ENSMUSG00000010025	PPT1_K27	692.068130262601	0.644599596310383	0.00387822698039156	chr11.61355519.61355919:Aldh3a2
chr11.61355519.61355919	closest_left1	Aldh3a2	PPT2	65.1831159355542	ENSMUSG00000010025	PPT2_K27	543.307909309372	0.644599596310383	0.00387822698039156	chr11.61355519.61355919:Aldh3a2
chr11.61355519.61355919	closest_left1	Aldh3a2	PPT3	97.7859850094145	ENSMUSG00000010025	PPT3_K27	567.994429990106	0.644599596310383	0.00387822698039156	chr11.61355519.61355919:Aldh3a2
chr11.94401423.94401823	closest_left1	Abcc3	CDm2	16.2867936304931	ENSMUSG00000020865	CDm2_K27	255.69205378831	0.634922620391495	0.00464179931331122	chr11.94401423.94401823:Abcc3
chr11.94401423.94401823	closest_left1	Abcc3	CDm6	21.9126144892084	ENSMUSG00000020865	CDm6_K27	367.027937302992	0.634922620391495	0.00464179931331122	chr11.94401423.94401823:Abcc3
chr11.94401423.94401823	closest_left1	Abcc3	CDm9	18.5569202727883	ENSMUSG00000020865	CDm9_K27	240.258914312365	0.634922620391495	0.00464179931331122	chr11.94401423.94401823:Abcc3
chr11.94401423.94401823	closest_left1	Abcc3	HFDm3	108.841482362997	ENSMUSG00000020865	HFDm3_K27	685.690668971088	0.634922620391495	0.00464179931331122	chr11.94401423.94401823:Abcc3
chr11.94401423.94401823	closest_left1	Abcc3	HFDm4	87.6701047970107	ENSMUSG00000020865	HFDm4_K27	568.303567269441	0.634922620391495	0.00464179931331122	chr11.94401423.94401823:Abcc3
chr11.94401423.94401823	closest_left1	Abcc3	HFDm6	77.2087211681744	ENSMUSG00000020865	HFDm6_K27	727.519643030362	0.634922620391495	0.00464179931331122	chr11.94401423.94401823:Abcc3
chr11.94401423.94401823	closest_left1	Abcc3	DPN2	29.9000840697033	ENSMUSG00000020865	DPN2_K27	592.760907418156	0.634922620391495	0.00464179931331122	chr11.94401423.94401823:Abcc3
chr11.94401423.94401823	closest_left1	Abcc3	DPN3	21.6901812590028	ENSMUSG00000020865	DPN3_K27	552.486187845304	0.634922620391495	0.00464179931331122	chr11.94401423.94401823:Abcc3
chr11.94401423.94401823	closest_left1	Abcc3	DPN6	38.0724804817673	ENSMUSG00000020865	DPN6_K27	474.841583023595	0.634922620391495	0.00464179931331122	chr11.94401423.94401823:Abcc3
chr11.94401423.94401823	closest_left1	Abcc3	DIP3	59.3417030255837	ENSMUSG00000020865	DIP3_K27	438.64088807909	0.634922620391495	0.00464179931331122	chr11.94401423.94401823:Abcc3
chr11.94401423.94401823	closest_left1	Abcc3	DIP6	28.9929414108965	ENSMUSG00000020865	DIP6_K27	627.820952251671	0.634922620391495	0.00464179931331122	chr11.94401423.94401823:Abcc3
chr11.94401423.94401823	closest_left1	Abcc3	DIP10	42.0917549971185	ENSMUSG00000020865	DIP10_K27	571.969113667862	0.634922620391495	0.00464179931331122	chr11.94401423.94401823:Abcc3
chr11.94401423.94401823	closest_left1	Abcc3	E2_2	109.593311189852	ENSMUSG00000020865	E2_2_K27	741.200139164108	0.634922620391495	0.00464179931331122	chr11.94401423.94401823:Abcc3
chr11.94401423.94401823	closest_left1	Abcc3	E2_8	39.6353343861067	ENSMUSG00000020865	E2_8_K27	551.720755734831	0.634922620391495	0.00464179931331122	chr11.94401423.94401823:Abcc3
chr11.94401423.94401823	closest_left1	Abcc3	E2_9	36.9445114428624	ENSMUSG00000020865	E2_9_K27	731.964518330128	0.634922620391495	0.00464179931331122	chr11.94401423.94401823:Abcc3
chr11.94401423.94401823	closest_left1	Abcc3	PPT1	83.4124047653042	ENSMUSG00000020865	PPT1_K27	768.964589180668	0.634922620391495	0.00464179931331122	chr11.94401423.94401823:Abcc3
chr11.94401423.94401823	closest_left1	Abcc3	PPT2	72.5533318543489	ENSMUSG00000020865	PPT2_K27	585.100825410093	0.634922620391495	0.00464179931331122	chr11.94401423.94401823:Abcc3
chr11.94401423.94401823	closest_left1	Abcc3	PPT3	104.344144860856	ENSMUSG00000020865	PPT3_K27	622.961632892374	0.634922620391495	0.00464179931331122	chr11.94401423.94401823:Abcc3
chr12.83998833.83999233	closest_left1	Acot2	CDm2	1.08358028707848	ENSMUSG00000021226	CDm2_K27	127.846026894155	0.829666493910433	2.05683165767519e-05	chr12.83998833.83999233:Acot2
chr12.83998833.83999233	closest_left1	Acot2	CDm6	4.64025071992848	ENSMUSG00000021226	CDm6_K27	237.488665313701	0.829666493910433	2.05683165767519e-05	chr12.83998833.83999233:Acot2
chr12.83998833.83999233	closest_left1	Acot2	CDm9	1.44967648314714	ENSMUSG00000021226	CDm9_K27	183.727405062397	0.829666493910433	2.05683165767519e-05	chr12.83998833.83999233:Acot2
chr12.83998833.83999233	closest_left1	Acot2	HFDm3	21.449888020628	ENSMUSG00000021226	HFDm3_K27	563.581371757059	0.829666493910433	2.05683165767519e-05	chr12.83998833.83999233:Acot2
chr12.83998833.83999233	closest_left1	Acot2	HFDm4	19.3974485974041	ENSMUSG00000021226	HFDm4_K27	512.404855734742	0.829666493910433	2.05683165767519e-05	chr12.83998833.83999233:Acot2
chr12.83998833.83999233	closest_left1	Acot2	HFDm6	11.5908733581618	ENSMUSG00000021226	HFDm6_K27	291.007857212145	0.829666493910433	2.05683165767519e-05	chr12.83998833.83999233:Acot2
chr12.83998833.83999233	closest_left1	Acot2	DPN2	3.57618953151841	ENSMUSG00000021226	DPN2_K27	259.332896995443	0.829666493910433	2.05683165767519e-05	chr12.83998833.83999233:Acot2
chr12.83998833.83999233	closest_left1	Acot2	DPN3	4.19648009084505	ENSMUSG00000021226	DPN3_K27	223.11942201445	0.829666493910433	2.05683165767519e-05	chr12.83998833.83999233:Acot2
chr12.83998833.83999233	closest_left1	Acot2	DPN6	5.71630071966916	ENSMUSG00000021226	DPN6_K27	130.99078152375	0.829666493910433	2.05683165767519e-05	chr12.83998833.83999233:Acot2
chr12.83998833.83999233	closest_left1	Acot2	DIP3	5.68043456774682	ENSMUSG00000021226	DIP3_K27	354.286871140804	0.829666493910433	2.05683165767519e-05	chr12.83998833.83999233:Acot2
chr12.83998833.83999233	closest_left1	Acot2	DIP6	5.85064430500917	ENSMUSG00000021226	DIP6_K27	271.490141514236	0.829666493910433	2.05683165767519e-05	chr12.83998833.83999233:Acot2
chr12.83998833.83999233	closest_left1	Acot2	DIP10	4.82022807754998	ENSMUSG00000021226	DIP10_K27	263.985744769782	0.829666493910433	2.05683165767519e-05	chr12.83998833.83999233:Acot2
chr12.83998833.83999233	closest_left1	Acot2	E2_2	12.689762262047	ENSMUSG00000021226	E2_2_K27	317.657202498903	0.829666493910433	2.05683165767519e-05	chr12.83998833.83999233:Acot2
chr12.83998833.83999233	closest_left1	Acot2	E2_8	3.01334364392258	ENSMUSG00000021226	E2_8_K27	171.646457339725	0.829666493910433	2.05683165767519e-05	chr12.83998833.83999233:Acot2
chr12.83998833.83999233	closest_left1	Acot2	E2_9	4.00957832756126	ENSMUSG00000021226	E2_9_K27	223.311208982073	0.829666493910433	2.05683165767519e-05	chr12.83998833.83999233:Acot2
chr12.83998833.83999233	closest_left1	Acot2	PPT1	9.11446698768265	ENSMUSG00000021226	PPT1_K27	173.01703256565	0.829666493910433	2.05683165767519e-05	chr12.83998833.83999233:Acot2
chr12.83998833.83999233	closest_left1	Acot2	PPT2	3.91204860358678	ENSMUSG00000021226	PPT2_K27	334.343328805767	0.829666493910433	2.05683165767519e-05	chr12.83998833.83999233:Acot2
chr12.83998833.83999233	closest_left1	Acot2	PPT3	7.91429039077921	ENSMUSG00000021226	PPT3_K27	293.158415478764	0.829666493910433	2.05683165767519e-05	chr12.83998833.83999233:Acot2
chr12.103992421.103992821	closest_left1	Serpina1e	CDm2	22663.5690712614	ENSMUSG00000072849	CDm2_K27	2824.2349577527	0.603251625578693	0.00803964469722532	chr12.103992421.103992821:Serpina1e
chr12.103992421.103992821	closest_left1	Serpina1e	CDm6	17028.4171752523	ENSMUSG00000072849	CDm6_K27	1057.90405457921	0.603251625578693	0.00803964469722532	chr12.103992421.103992821:Serpina1e
chr12.103992421.103992821	closest_left1	Serpina1e	CDm9	18972.4052518729	ENSMUSG00000072849	CDm9_K27	2035.13433299886	0.603251625578693	0.00803964469722532	chr12.103992421.103992821:Serpina1e
chr12.103992421.103992821	closest_left1	Serpina1e	HFDm3	8325.43365198404	ENSMUSG00000072849	HFDm3_K27	234.825571565441	0.603251625578693	0.00803964469722532	chr12.103992421.103992821:Serpina1e
chr12.103992421.103992821	closest_left1	Serpina1e	HFDm4	6126.97308178381	ENSMUSG00000072849	HFDm4_K27	177.012586526547	0.603251625578693	0.00803964469722532	chr12.103992421.103992821:Serpina1e
chr12.103992421.103992821	closest_left1	Serpina1e	HFDm6	8306.62285446356	ENSMUSG00000072849	HFDm6_K27	258.67365085524	0.603251625578693	0.00803964469722532	chr12.103992421.103992821:Serpina1e
chr12.103992421.103992821	closest_left1	Serpina1e	DPN2	11745.9427253357	ENSMUSG00000072849	DPN2_K27	802.697062128753	0.603251625578693	0.00803964469722532	chr12.103992421.103992821:Serpina1e
chr12.103992421.103992821	closest_left1	Serpina1e	DPN3	15020.4724747557	ENSMUSG00000072849	DPN3_K27	956.226094347641	0.603251625578693	0.00803964469722532	chr12.103992421.103992821:Serpina1e
chr12.103992421.103992821	closest_left1	Serpina1e	DPN6	20771.4274859523	ENSMUSG00000072849	DPN6_K27	2406.95561049891	0.603251625578693	0.00803964469722532	chr12.103992421.103992821:Serpina1e
chr12.103992421.103992821	closest_left1	Serpina1e	DIP3	10799.3836348991	ENSMUSG00000072849	DIP3_K27	2176.33363700779	0.603251625578693	0.00803964469722532	chr12.103992421.103992821:Serpina1e
chr12.103992421.103992821	closest_left1	Serpina1e	DIP6	10471.8334351543	ENSMUSG00000072849	DIP6_K27	559.948416873112	0.603251625578693	0.00803964469722532	chr12.103992421.103992821:Serpina1e
