geneID	GeneSymbol	control	TEADap	TEADsf	CLUSTER	MEM.SHIP
ENSG00000155846	PPARGC1B	1.09740394219811	-0.859794305842345	-0.237609636355769	1	0.935085096078762
ENSG00000070614	NDST1	1.06695206435957	-0.915850154302522	-0.151101910057053	1	0.880670690407736
ENSG00000112941	TENT4A	0.970550255686878	-1.02705381964444	0.0565035639575599	1	0.788032299343752
ENSG00000113161	HMGCR	1.12492716079328	-0.788083087935728	-0.336844072857551	1	0.899951457703957
ENSG00000120709	FAM53C	1.12069200735386	-0.801254842223562	-0.319437165130293	1	0.911694893255579
ENSG00000120738	EGR1	0.766112063631674	-1.13125669304818	0.365144629416505	1	0.69869798970338
ENSG00000145632	PLK2	1.0805822850954	-0.187790867578288	-0.892791417517108	1	0.668878877868055
ENSG00000037241	RPL26L1	-1.13449114335337	0.753517910577487	0.380973232775881	2	0.837852718090568
ENSG00000248923	MTND5P11	0.844718818529968	-1.10414939761624	0.259430579086269	1	0.725924592603127
ENSG00000250056	LINC01018	0.68302810612272	-1.14780460533443	0.464776499211707	1	0.674893742604227
ENSG00000113070	HBEGF	1.06517964077084	-0.918652314893088	-0.146527325877748	1	0.878027282917297
ENSG00000113140	SPARC	-0.789678382031811	1.12443225547973	-0.33475387344792	2	0.724356739629242
ENSG00000145990	GFOD1	1.06468251920094	-0.919430848689294	-0.145251670511646	1	0.87729692920746
ENSG00000111859	NEDD9	1.12076928369103	-0.319745576955739	-0.801023706735289	1	0.699554718512571
ENSG00000112773	TENT5A	1.14569677100636	-0.697484582810355	-0.44821218819601	1	0.836117161692766
ENSG00000131016	AKAP12	-1.14814703237832	0.68046333727483	0.467683695103491	2	0.804227772140365
ENSG00000118689	FOXO3	1.04178350350306	-0.95218671911339	-0.0895967843896691	1	0.848032043600865
ENSG00000146425	DYNLT1	-1.15032075967632	0.662175392297306	0.488145367379017	2	0.796694605689178
ENSG00000164442	CITED2	1.14909185256233	-0.476103375617591	-0.672988476944742	1	0.743503299168781
ENSG00000009765	IYD	1.04801979154351	-0.943820433276258	-0.104199358267257	1	0.855256480765466
ENSG00000170542	SERPINB9	1.15083679974149	-0.657155755287838	-0.493681044453648	1	0.814619926226859
ENSG00000112293	GPLD1	1.07488331624754	-0.902776288756446	-0.172107027491097	1	0.893309332503869
ENSG00000112658	SRF	1.09953974608577	-0.855153664497551	-0.244386081588221	1	0.938232634639159
ENSG00000146039	SLC17A4	0.969957792502746	-1.0275527719332	0.0575949794304553	1	0.787647044781169
ENSG00000198563	DDX39B	1.15136806648558	-0.651602947934379	-0.499765118551197	1	0.811886383787988
ENSG00000204569	PPP1R10	1.12372218309345	-0.791940081065053	-0.331782102028392	1	0.903328644206029
ENSG00000047936	ROS1	1.04406822337043	-0.949165424879512	-0.0949027984909177	1	0.850623375173338
ENSG00000240065	PSMB9	-0.967334199077279	1.02974256178872	-0.0624083627114422	2	0.805422327642811
ENSG00000137331	IER3	1.12696898674706	-0.345641253444595	-0.781327733302461	1	0.706152989016916
ENSG00000118523	CCN2	1.02897023842143	-0.0607063335318244	-0.968263904889606	1	0.642751092376062
ENSG00000137204	SLC22A7	1.10376322871015	-0.845616275589502	-0.258146953120653	1	0.94162823344228
ENSG00000135318	NT5E	-1.02756350888095	0.969945021716787	0.0576184871641659	2	0.849840300566681
ENSG00000137337	MDC1	0.945658903556733	-1.04667344503168	0.101014541474945	1	0.772870984559924
ENSG00000124782	RREB1	0.993608180796785	-1.00627154499218	0.0126633641953989	1	0.804148885979647
ENSG00000135540	NHSL1	1.1360116330086	-0.747193364207414	-0.388818268801182	1	0.867775508851569
ENSG00000197279	ZNF165	1.15004095158731	-0.664766546761187	-0.485274404826127	1	0.818448465480051
ENSG00000213719	CLIC1	-1.07799960929931	0.897381768150756	0.180617841148551	2	0.889450062601124
ENSG00000135549	PKIB	-0.950575412167288	1.04300664124192	-0.0924312290746287	2	0.795224205863592
ENSG00000118503	TNFAIP3	1.15270287920196	-0.517554720222802	-0.635148158979156	1	0.757251906083785
ENSG00000244731	C4A	1.14940446096029	-0.670368519440459	-0.479035941519831	1	0.821329787148391
ENSG00000204469	PRRC2A	1.04310312287124	-0.950447710045279	-0.092655412825962	1	0.849521210126095
ENSG00000168477	TNXB	1.12877969270005	-0.775084658841899	-0.353695033858151	1	0.889006497152388
ENSG00000106546	AHR	1.15367309146411	-0.619012350688614	-0.534660740775497	1	0.796758064357196
ENSG00000164742	ADCY1	1.09604426564296	-0.862688981748059	-0.233355283894905	1	0.932778579400801
ENSG00000146729	NIPSNAP2	-1.01463378345538	0.984693801625171	0.0299399818302065	2	0.839170958681544
ENSG00000242265	PEG10	1.1430952863947	-0.71296855631371	-0.430126730080989	1	0.845270946058973
ENSG00000064393	HIPK2	1.11357390732008	-0.821295676960266	-0.292278230359815	1	0.929813976893639
ENSG00000227471	AKR1B15	-1.03856428830016	0.956361272341633	0.0822030159585259	2	0.85933336306884
ENSG00000198074	AKR1B10	-1.1218841722823	0.797652728037197	0.324231444245106	2	0.860647752821199
ENSG00000105810	CDK6	1.12115687835282	-0.799859530346661	-0.321297348006155	1	0.910425598549049
ENSG00000091136	LAMB1	-1.01629909857772	0.982862206243132	0.0334368923345894	2	0.840510654855963
ENSG00000106327	TFR2	0.79453532577366	-1.12289512382895	0.32835979805529	1	0.707898262851478
ENSG00000106633	GCK	0.790685082220683	-1.12411742100485	0.333432338784166	1	0.706613843791166
ENSG00000272391	POM121C	1.11688402132216	-0.812267860775742	-0.304616160546418	1	0.921790733425711
ENSG00000289248		1.07513269259958	-0.902350213785287	-0.172782478814299	1	0.893729537120772
ENSG00000225968	ELFN1	0.960990876746478	-1.0349071997091	0.0739163229626172	1	0.781970012491917
ENSG00000242588		1.13400187651448	-0.755494460814969	-0.378507415699516	1	0.873790926123972
ENSG00000158321	AUTS2	1.0495884690582	-0.941655163635011	-0.107933305423192	1	0.857151895338608
ENSG00000290007		0.44498244779427	-1.14525498882631	0.70027254103204	1	0.622042282002845
ENSG00000009950	MLXIPL	0.983424721013503	-1.01578951472609	0.0323647937125818	1	0.796745141057522
ENSG00000122515	ZMIZ2	1.0138303360535	-0.985570615371957	-0.0282597206815375	1	0.820493616015233
ENSG00000146950	SHROOM2	1.10538079125474	-0.841827006494583	-0.26355378476016	1	0.941560053224003
ENSG00000147100	SLC16A2	1.01941533641909	-0.97938232039461	-0.0400330160244831	1	0.825469236292487
ENSG00000102265	TIMP1	-0.972124400997855	1.02572006594557	-0.0535956649477097	2	0.808488919089437
ENSG00000172534	HCFC1	1.06003935601552	-0.926551420461813	-0.13348793555371	1	0.870697606601149
ENSG00000130821	SLC6A8	1.04099572194463	-0.95321708884385	-0.0877786331007759	1	0.847152676529482
ENSG00000169083	AR	0.963573086198044	-1.03282663298912	0.0692535467910724	1	0.783576063887949
ENSG00000196924	FLNA	1.1048602511387	-0.261805162618292	-0.843055088520404	1	0.685535839711391
ENSG00000005889	ZFX	1.1465223046977	-0.454454782052416	-0.69206752264528	1	0.736740040524981
ENSG00000077274	CAPN6	-1.03292312151692	0.963454143221306	0.0694689782956176	2	0.854427243375049
ENSG00000183337	BCOR	1.13241042499393	-0.761742861106634	-0.370667563887297	1	0.878483037786844
ENSG00000175556	LONRF3	1.12912675243858	-0.773858819780835	-0.355267932657749	1	0.888009897213208
ENSG00000157625	TAB3	1.08849883490527	-0.877982416731105	-0.210516418174164	1	0.918311624059307
ENSG00000174010	KLHL15	1.083220306583	-0.887984698480193	-0.195235608102806	1	0.908150920070491
ENSG00000165175	MID1IP1	1.10395058765211	-0.845181407365535	-0.258769180286571	1	0.941663338747201
ENSG00000120509	PDZD11	-1.0613760336061	0.92452895736782	0.136847076238276	2	0.878930536080452
ENSG00000086758	HUWE1	1.06900852643097	-0.912546030502395	-0.156462495928578	1	0.883817336962547
ENSG00000173281	PPP1R3B	0.971871382986755	-1.02593523889926	0.0540638559125056	1	0.788896111197071
ENSG00000092964	DPYSL2	1.03362713710332	-0.962583919834351	-0.0710432172689704	1	0.839254500297485
ENSG00000147459	DOCK5	1.09721484417804	-0.860199606340352	-0.237015237837691	1	0.934775945215029
ENSG00000120907	ADRA1A	1.04925418614819	-0.94211869734642	-0.107135488801767	1	0.856745206462986
ENSG00000205189	ZBTB10	1.10651153253536	-0.839130163992779	-0.267381368542581	1	0.941008124141859
ENSG00000167910	CYP7A1	0.921617291555398	-1.06327538836983	0.141658096814429	1	0.759901821210504
ENSG00000120899	PTK2B	0.813630997601568	-1.11639526866913	0.302764271067558	1	0.714462543839581
ENSG00000164764	SBSPON	-1.15428000738381	0.550153925512287	0.604126081871527	2	0.756704550686008
ENSG00000180155	LYNX1	0.878973834104735	-1.08798807296453	0.2090142388598	1	0.739902389736817
ENSG00000173334	TRIB1	1.13814294584665	-0.737810846261728	-0.400332099584919	1	0.861257013380856
ENSG00000155090	KLF10	1.15469307370562	-0.573750823821741	-0.580942249883879	1	0.777923222479659
ENSG00000176595	KBTBD11	0.97642056446359	-1.02201938759574	0.0455988231321491	1	0.7919219589451
ENSG00000178209	PLEC	0.923495963422158	-1.06205324085615	0.138557277433995	1	0.760865096954137
ENSG00000288818		1.14113026721908	-0.723425478131525	-0.417704789087557	1	0.85179005692118
ENSG00000254166	CASC19	1.11159544424243	-0.285119543734757	-0.82647590050767	1	0.691061717398795
ENSG00000136997	MYC	1.11047428000728	-0.281129214029704	-0.829345065977577	1	0.690105438277158
ENSG00000135052	GOLM1	-1.12769271245236	0.778862308451538	0.348830404000825	2	0.850807390273831
ENSG00000130222	GADD45G	-0.955357784695667	-0.083987046993374	1.03934483168904	2	0.618421740609822
ENSG00000165030	NFIL3	1.13981933343335	-0.40988180867733	-0.729937524756022	1	0.723584570401485
ENSG00000135046	ANXA1	-0.954096280033685	1.04032002491739	-0.0862237448837019	2	0.79730162075252
ENSG00000197859	ADAMTSL2	1.03855955784832	-0.956367337202158	-0.0821922206461661	1	0.84447745050609
ENSG00000196739	COL27A1	0.977536487649676	-1.02104337144696	0.0435068837972881	1	0.792676729656427
ENSG00000169692	AGPAT2	-1.13936621693113	0.40725322270854	0.732112994222586	2	0.716413220499088
ENSG00000177943	MAMDC4	0.840296351975167	-1.10602464492563	0.26572829295046	1	0.724229355599371
ENSG00000167103	PIP5KL1	1.15133351607063	-0.499355873626007	-0.651977642444623	1	0.75107743102412
ENSG00000135047	CTSL	-1.11989093660845	0.80363218845262	0.316258748155833	2	0.863775328285759
ENSG00000148400	NOTCH1	1.12218300539397	-0.796737374300354	-0.325445631093621	1	0.907604050912509
ENSG00000147852	VLDLR	-1.13079034623233	0.767842436992044	0.362947909240283	2	0.845109786226785
ENSG00000010438	PRSS3	-1.04613387955672	0.946390609719816	0.0997432698369058	2	0.865980077293728
ENSG00000148396	SEC16A	1.08737516634025	-0.880156654140823	-0.207218512199427	1	0.916113211835479
ENSG00000123453	SARDH	0.927289612028387	-1.05954788669777	0.132258274669387	1	0.762834645858921
ENSG00000157657	ZNF618	1.11625685378977	-0.814015076166637	-0.302241777623132	1	0.923381477978869
ENSG00000107331	ABCA2	1.10561224674646	-0.841278253540398	-0.264333993206062	1	0.9414808140976
ENSG00000137124	ALDH1B1	1.03803107088328	-0.957043641743832	-0.0809874291394471	1	0.843905690109311
ENSG00000169155	ZBTB43	1.14752109622583	-0.685100120087584	-0.462420976138246	1	0.829181483355527
ENSG00000107282	APBA1	1.00972917270614	-0.989978231120597	-0.0197509415855401	1	0.816978022056601
ENSG00000136848	DAB2IP	1.06653475722757	-0.91651365546347	-0.1500211017641	1	0.880042697443967
ENSG00000225756	DBH-AS1	0.923836787774554	-1.06183021421239	0.137993426437839	1	0.761040699944765
ENSG00000288701	PRRC2B	1.05803353722946	-0.929546137791685	-0.128487399437773	1	0.867964415186254
ENSG00000086205	FOLH1	1.14570521733724	-0.697430561070622	-0.448274656266615	1	0.836086194828429
ENSG00000167995	BEST1	-1.01109065860538	0.0225631763604766	0.988527482244908	2	0.636776460265954
ENSG00000011347	SYT7	0.915257145807061	-1.06732379823077	0.15206665242371	1	0.756697869207152
ENSG00000109956	B3GAT1	1.11223967384147	-0.824805863631777	-0.287433810209692	1	0.93270564150865
ENSG00000149257	SERPINH1	-0.947062042707423	1.04563688170399	-0.0985748389965671	2	0.793183828955989
ENSG00000110046	ATG2A	1.12856254483327	-0.775846715718683	-0.352715829114586	1	0.889629133823786
ENSG00000254399	GLYATL1P4	-1.15337591575435	0.624573213628365	0.528802702125988	2	0.782180920972479
ENSG00000109846	CRYAB	-0.68817960992258	1.14708832199921	-0.458908712076634	2	0.693320558770229
ENSG00000150782	IL18	1.13701416918127	-0.394153752787726	-0.742860416393541	1	0.719163105884222
ENSG00000197580	BCO2	1.15461236274328	-0.564948234524156	-0.589664128219124	1	0.774506287586743
ENSG00000176340	COX8A	-1.08729328280118	0.880314115151128	0.206979167650057	2	0.891325343152181
ENSG00000188070	ZFTA	0.816890198869056	-1.11521083307175	0.298320634202691	1	0.715616976315425
ENSG00000184545	DUSP8	1.02849384329148	-0.968834988728057	-0.0596588545634261	1	0.834072352570245
ENSG00000205866	FAM99A	0.989115820883773	-1.01053990592047	0.0214240850367011	1	0.800822327141698
ENSG00000149476	TKFC	0.614527804910189	-1.15388464561238	0.539356840702193	1	0.657844150033464
ENSG00000109906	ZBTB16	1.10502263930187	-0.842672869434418	-0.262349769867448	1	0.941648218147616
ENSG00000110244	APOA4	-1.14775257146704	0.683411786910528	0.464340784556512	2	0.805473569647997
