ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0006082	organic acid metabolic process	11/43	202/2553	0.000348247693459908	0.0374891550244387	0.0321544409566336	Mthfd1l/Acot2/Abcd2/Cyp2b9/Cyp2a5/Cyp2a22/Acot4/Slc7a7/Mpc1/Cyp4a10/Cd36	11
GO:0000038	very long-chain fatty acid metabolic process	3/43	9/2553	0.000348609114848857	0.0374891550244387	0.0321544409566336	Acot2/Abcd2/Acot4	3
GO:0006790	sulfur compound metabolic process	6/43	59/2553	0.000369428488631736	0.0374891550244387	0.0321544409566336	Acot2/Nudt7/Acot4/Mpc1/Sulf2/Gsta2	6
GO:0006805	xenobiotic metabolic process	4/43	22/2553	0.000409717541250696	0.0374891550244387	0.0321544409566336	Cyp2b9/Cyp2a5/Cyp2a22/Gsta2	4
GO:0009410	response to xenobiotic stimulus	4/43	22/2553	0.000409717541250696	0.0374891550244387	0.0321544409566336	Cyp2b9/Cyp2a5/Cyp2a22/Gsta2	4
GO:0071466	cellular response to xenobiotic stimulus	4/43	22/2553	0.000409717541250696	0.0374891550244387	0.0321544409566336	Cyp2b9/Cyp2a5/Cyp2a22/Gsta2	4
GO:0006637	acyl-CoA metabolic process	4/43	23/2553	0.000489925804944231	0.0403453900371574	0.0346042331702715	Acot2/Nudt7/Acot4/Mpc1	4
GO:0035383	thioester metabolic process	4/43	23/2553	0.000489925804944231	0.0403453900371574	0.0346042331702715	Acot2/Nudt7/Acot4/Mpc1	4
GO:0006629	lipid metabolic process	13/43	285/2553	0.000523115946717825	0.0410272363925837	0.0351890526564071	Chpt1/Acot2/Abcd2/Hsd3b5/Cyp2b9/Cyp2a5/Cyp2a22/Acot4/Cyp4a10/Cd36/Cyp3a11/Gal3st1/Hsd17b2	13
GO:0006690	icosanoid metabolic process	4/43	26/2553	0.000797269056678343	0.0467223469393613	0.0400737478622202	Cyp2b9/Cyp2a5/Cyp2a22/Cyp4a10	4
GO:0120254	olefinic compound metabolic process	4/43	26/2553	0.000797269056678343	0.0467223469393613	0.0400737478622202	Cyp2b9/Cyp2a5/Cyp2a22/Cyp4a10	4
GO:0000727	double-strand break repair via break-induced replication	2/43	3/2553	0.000822676418482985	0.0467223469393613	0.0400737478622202	Mcm2/Mcm5	2
GO:0006267	pre-replicative complex assembly involved in nuclear cell cycle DNA replication	2/43	3/2553	0.000822676418482985	0.0467223469393613	0.0400737478622202	Mcm2/Mcm5	2
GO:0009698	phenylpropanoid metabolic process	2/43	3/2553	0.000822676418482985	0.0467223469393613	0.0400737478622202	Cyp2a5/Cyp2a22	2
GO:0009804	coumarin metabolic process	2/43	3/2553	0.000822676418482985	0.0467223469393613	0.0400737478622202	Cyp2a5/Cyp2a22	2
GO:0036388	pre-replicative complex assembly	2/43	3/2553	0.000822676418482985	0.0467223469393613	0.0400737478622202	Mcm2/Mcm5	2
GO:1902299	pre-replicative complex assembly involved in cell cycle DNA replication	2/43	3/2553	0.000822676418482985	0.0467223469393613	0.0400737478622202	Mcm2/Mcm5	2
GO:0042737	drug catabolic process	3/43	12/2553	0.000881285213032789	0.0468218305117743	0.0401590749028863	Cyp2b9/Cyp2a5/Cyp2a22	3
GO:0042738	exogenous drug catabolic process	3/43	12/2553	0.000881285213032789	0.0468218305117743	0.0401590749028863	Cyp2b9/Cyp2a5/Cyp2a22	3
